id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_category,event_earnings,event_dividends,event_mergers_acquisitions,event_regulatory,event_management,event_products,event_macroeconomic,has_event,event_impact,event_direction
68319,2025-02-18,"#X5
**🧠**** Мозговой центр Сигналов РЦБ отмечает, что X5 отстал от индекса и корзины бумаг в среднем на 5%**

При этом компания может дать рекордную дивидендную доходность в следующие 12 месяцев.

#GAZP #SBER #MGNT #AFLT #AFKS #SMLT #PIKK #NVTK #YDEX","['AFKS', 'NVTK']","['AFKS', 'NVTK']",[],True,AFKS,"АФК ""Система""",конгломерат,company_specific,"X5 Мозговой центр Сигналов РЦБ отмечает, что X5 отстал от индекса и корзины бумаг в среднем на 5 При этом компания может дать рекордную дивидендную доходность в следующие 12 месяцев. GAZP SBER MGNT AFLT AFKS SMLT PIKK NVTK YDEX",0.0,0.0,1.0,0.0,neutral,False,True,False,True,False,False,False,True,3,neutral
52563,2025-02-18,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, что по индексу IMOEX система непрерывно указывала на лонг с момента сохранения ключевой ставки в декабре 2024 (цифры над графиком означают, что нужно держать длинную позицию).

Больше графиков с рейтингами тут: https://t.me/headlines_TA_bot

__Подписка - всего 990 руб. в мес.__",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,"Используй систему Технического анализа от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. На графике можно видеть, что по индексу IMOEX система непрерывно указывала на лонг с момента сохранения ключевой ставки в декабре 2024 (цифры над графиком означают, что нужно держать длинную позицию). Больше графиков с рейтингами тут: Подписка - всего 990 руб. в мес.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
52543,2025-02-18,"❕ Движения >5% по итогам вчерашнего дня:

   `SGZH    Сегежа      +30.91%`
   `MTLRP   Мечел ап    +14.53%`
   `VTBR    ВТБ ао      +12.50%`
   `VSEH    ВИ.ру        +8.75%`
   `UPRO    Юнипро ао    +8.19%`
   `AFLT    Аэрофлот     +8.08%`
   `SFIN    ЭсЭфАй ао    +7.95%`
   `AFKS    Система ао   +7.94%`
   `MSNG    +МосЭнерго   +7.71%`
   `MTLR    Мечел ао     +7.52%`
   `GAZP    ГАЗПРОМ ао   +7.11%`
   `SVCB    Совкомбанк   +6.80%`
   `TGKA    ТГК-1        +6.73%`
   `NVTK    Новатэк ао   +6.07%`
   `FEES    Россети      +6.06%`
   `NLMK    НЛМК ао      +5.61%`
   `GMKN    ГМКНорНик    +5.10%`
   `MAGN    ММК          +5.09%`
   `FLOT    Совкомфлот   +5.07%`
   `SMLT    Самолет ао   +5.05%`

__* среди российских акций 1 эшелона с учётом вечерней сессии__","['NVTK', 'AFKS', 'VTBR', 'MAGN']",[],"['AFKS', 'MAGN', 'NVTK', 'VTBR']",False,AFKS,"АФК ""Система""",конгломерат,industry,Движения 5 по итогам вчерашнего дня: SGZH Сегежа 30.91 MTLRP Мечел ап 14.53 VTBR ВТБ ао 12.50 VSEH ВИ.ру 8.75 UPRO Юнипро ао 8.19 AFLT Аэрофлот 8.08 SFIN ЭсЭфАй ао 7.95 AFKS Система ао 7.94 MSNG МосЭнерго 7.71 MTLR Мечел ао 7.52 GAZP ГАЗПРОМ ао 7.11 SVCB Совкомбанк 6.80 TGKA ТГК-1 6.73 NVTK Новатэк ао 6.07 FEES Россети 6.06 NLMK НЛМК ао 5.61 GMKN ГМКНорНик 5.10 MAGN ММК 5.09 FLOT Совкомфлот 5.07 SMLT Самолет ао 5.05 среди российских акций 1 эшелона с учётом вечерней сессии,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
52745,2025-02-21,"[система тех.анализа headlines](https://t.me/headlines_TA_bot) в последние недели преимущественно выступает за удержание короткой позиции по фьючерсу Si (USDRUB).

__* если цифры расположены внизу, значит нужно держать короткую позицию__

Согласно [SENTIMENT-элементу](https://t.me/headlines_sentiment_bot), около 70-80% частных трейдеров всё это время держали лонг.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,". если цифры расположены внизу, значит нужно держать короткую позицию Согласно SENTIMENT-элементу( около 70-80 частных трейдеров всё это время держали лонг.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
52893,2025-02-24,"ЕС ввел санкции против главы «Мечела» Зюзина и основателя АФК «Система» Евтушенкова 

[forbes.ru](https://www.forbes.ru/society/531458-es-vvel-sankcii-protiv-glavy-mecela-zuzina-i-osnovatela-afk-sistema-evtusenkova?utm_source=forbes&utm_campaign=interesting-today)",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,ЕС ввел санкции против главы Мечела Зюзина и основателя АФК Система Евтушенкова forbes.ru(,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,True,True,2,neutral
53065,2025-02-27,"**CFO Nvidia:**

● Высокий рост показателей был обусловлен спросом на нашу платформу ускоренных вычислений, используемую в больших языковых моделях, рекомендательных системах и генеративных приложениях ИИ. 

● В IV кв. 2025 фин. года мы получили $11 млрд выручки от ИИ-чипов Blackwell, что стало самым быстрым ростом продаж за всю историю компании.

[nvidianews.nvidia.com](https://investor.nvidia.com/financial-info/quarterly-results/default.aspx)",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,"CFO Nvidia: Высокий рост показателей был обусловлен спросом на нашу платформу ускоренных вычислений, используемую в больших языковых моделях, рекомендательных системах и генеративных приложениях ИИ. В IV кв. 2025 фин. года мы получили 11 млрд выручки от ИИ-чипов Blackwell, что стало самым быстрым ростом продаж за всю историю компании. nvidianews.nvidia.com(",0.04081632653061224,0.0,0.9795918367346939,0.02040816326530612,neutral,False,False,False,False,True,False,False,True,1,neutral
68661,2025-03-04,"#SGZH #AFKS
**Сегежа начала**[** **](https://www.e-disclosure.ru/portal/event.aspx?EventId=mxobvKnpvEWDk7BoTyJ5PQ-B-B)**размещение допэмиссии по закрытой подписке по 1.8 руб  **в пользу АФК Система

Ожидаемый объем привлечения — 101 млрд руб.",['AFKS'],['AFKS'],[],False,AFKS,"АФК ""Система""",конгломерат,company_specific,SGZH AFKS Сегежа начала ( допэмиссии по закрытой подписке по 1.8 руб в пользу АФК Система Ожидаемый объем привлечения 101 млрд руб.,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
53443,2025-03-06,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, как хорошо отработала система по акции PLZL. Цифры над графиком означают, что нужно держать длинную позицию.

Больше графиков с рейтингами в [**headlines TA**](https://t.me/headlines_TA_bot), подписка - 990 руб. в мес.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,"Используй систему Технического анализа от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. На графике можно видеть, как хорошо отработала система по акции PLZL. Цифры над графиком означают, что нужно держать длинную позицию. Больше графиков с рейтингами в headlines TA( подписка - 990 руб. в мес.",0.034482758620689655,0.0,0.9827586206896551,0.017241379310344827,neutral,False,False,False,False,False,False,False,False,1,neutral
53583,2025-03-09,"**Илон Маск:**

""Моя система Starlink - это костяк украинской армии. Вся их передовая линия рухнет, если я ее отключу"".

[kommersant.ru](https://www.kommersant.ru/doc/7563377?from=top_main_3)",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,"Илон Маск: ""Моя система Starlink - это костяк украинской армии. Вся их передовая линия рухнет, если я ее отключу"". kommersant.ru(",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
53841,2025-03-13,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, как хорошо отработала система по фьючерсу на пару доллар/рубль. Цифры над графиком означают, что нужно держать длинную позицию.

Больше графиков с рейтингами в [**headlines TA**](https://t.me/headlines_TA_bot), подписка - ₽990/месяц.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,"Используй систему Технического анализа от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. На графике можно видеть, как хорошо отработала система по фьючерсу на пару долларрубль. Цифры над графиком означают, что нужно держать длинную позицию. Больше графиков с рейтингами в headlines TA( подписка - 990месяц.",0.03508771929824561,0.0,0.9824561403508771,0.017543859649122806,neutral,False,False,False,False,False,False,False,False,1,neutral
54038,2025-03-18,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, как хорошо отработала система по паре юань/рубль. Цифры над графиком означают, что нужно держать длинную позицию.

Больше графиков с рейтингами в [**headlines TA**](https://t.me/headlines_TA_bot), подписка - ₽990/месяц.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,"Используй систему Технического анализа от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. На графике можно видеть, как хорошо отработала система по паре юаньрубль. Цифры над графиком означают, что нужно держать длинную позицию. Больше графиков с рейтингами в headlines TA( подписка - 990месяц.",0.03636363636363636,0.0,0.9818181818181818,0.01818181818181818,neutral,False,False,False,False,False,False,False,False,1,neutral
54058,2025-03-18,"Акции BYD выросли на 5% после презентации ультрабыстрой* зарядки для электрокаров

[vedomosti.ru](https://www.vedomosti.ru/investments/news/2025/03/18/1098685-aktsii-byd-virosli?from=newsline)
* __новая система позволит обеспечить заряда на 400 км за пять минут__",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,Акции BYD выросли на 5 после презентации ультрабыстрой зарядки для электрокаров vedomosti.ru( новая система позволит обеспечить заряда на 400 км за пять минут,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
54247,2025-03-21,"ЦБ считает преждевременными разговоры о систематическом укрепление рубля.

[tass.ru](https://tass.ru/ekonomika/23468821)",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,ЦБ считает преждевременными разговоры о систематическом укрепление рубля. tass.ru(,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
69121,2025-03-25,"#Политика
**Полное заявление Кремля по итогам переговоров в Эр-Рияде**

В соответствии с договорённостью президентов России и США российская и американская стороны условились обеспечить реализацию «Черноморской инициативы», включающей обеспечение в Чёрном море безопасности судоходства, неприменение силы и недопущение использования коммерческих судов в военных целях при организации надлежащих мер контроля путём досмотра таких судов.

США будут способствовать восстановлению доступа российского экспорта сельскохозяйственной продукции и удобрений на мировой рынок, снижению стоимости страхования морских перевозок, а также расширению доступа к портам и платёжным системам для проведения таких транзакций.

Примечание:
Пункты 1 и 2 вступают в силу после:

– Снятия санкционных ограничений с Россельхозбанка и иных финансовых организаций, задействованных в обеспечении операций по международной торговле продовольствием (в том числе рыбопродукцией) и удобрениями, их подключения к SWIFT, открытия необходимых корреспондентских счетов;

– Снятия ограничений на осуществление операций торгового финансирования;

– Снятия санкционных ограничений с компаний-производителей и экспортёров продовольствия (в том числе рыбопродукции) и удобрениями, а также снятия ограничений на работу страховых компаний с грузами продовольствия (в том числе рыбопродукции) и удобрений;

– Снятия ограничений на обслуживание в портах судов и санкций с судов под российским флагом, задействованных в торговле продовольствием (в том числе рыбопродукцией) и удобрениями;

– Снятия ограничений на поставки в Российскую Федерацию сельскохозяйственной техники, а также иных товаров, задействованных в производстве продовольствия (в том числе рыбопродукции) и удобрений.

Россия и США согласились разработать меры по реализации договорённостей президентов двух стран о запрете ударов по объектам энергетики России и Украины сроком на 30 суток, начиная с 18 марта 2025 года, с возможностью продления и выхода из договорённости в случае её несоблюдения одной из сторон.

Россия и США приветствуют добрые услуги третьих стран, нацеленные на поддержку реализации договорённостей в энергетической и морской сферах.

Россия и США продолжат работу по достижению прочного и продолжительного мира.","['AFKS', 'PHOR']",[],"['AFKS', 'PHOR']",False,AFKS,"АФК ""Система""",конгломерат,industry,"Политика Полное заявление Кремля по итогам переговоров в Эр-Рияде В соответствии с договорённостью президентов России и США российская и американская стороны условились обеспечить реализацию Черноморской инициативы, включающей обеспечение в Чёрном море безопасности судоходства, неприменение силы и недопущение использования коммерческих судов в военных целях при организации надлежащих мер контроля путём досмотра таких судов. США будут способствовать восстановлению доступа российского экспорта сельскохозяйственной продукции и удобрений на мировой рынок, снижению стоимости страхования морских перевозок, а также расширению доступа к портам и платёжным системам для проведения таких транзакций. Примечание: Пункты 1 и 2 вступают в силу после: Снятия санкционных ограничений с Россельхозбанка и иных финансовых организаций, задействованных в обеспечении операций по международной торговле продовольствием (в том числе рыбопродукцией) и удобрениями, их подключения к SWIFT, открытия необходимых корреспондентских счетов; Снятия ограничений на осуществление операций торгового финансирования; Снятия санкционных ограничений с компаний-производителей и экспортёров продовольствия (в том числе рыбопродукции) и удобрениями, а также снятия ограничений на работу страховых компаний с грузами продовольствия (в том числе рыбопродукции) и удобрений; Снятия ограничений на обслуживание в портах судов и санкций с судов под российским флагом, задействованных в торговле продовольствием (в том числе рыбопродукцией) и удобрениями; Снятия ограничений на поставки в Российскую Федерацию сельскохозяйственной техники, а также иных товаров, задействованных в производстве продовольствия (в том числе рыбопродукции) и удобрений. Россия и США согласились разработать меры по реализации договорённостей президентов двух стран о запрете ударов по объектам энергетики России и Украины сроком на 30 суток, начиная с 18 марта 2025 года, с возможностью продления и выхода из договорённости в случае её несоблюдения одной из сторон. Россия и США приветствуют добрые услуги третьих стран, нацеленные на поддержку реализации договорённостей в энергетической и морской сферах. Россия и США продолжат работу по достижению прочного и продолжительного мира.",0.0,0.0,1.0,0.0,neutral,True,False,False,False,False,False,False,True,2,neutral
