id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,stock_impact,sentiment_category,sentiment_simple
60217,2024-04-26 06:29:17+00:00,"#MBNK
МТС-Банк установил цену размещения акций на уровне 2500 руб. (верхняя граница ценового диапазона IPO)",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,MBNK МТС-Банк установил цену размещения акций на уровне 2500 руб. (верхняя граница ценового диапазона IPO),0.2,0.0,0.8666666666666667,0.13333333333333333,0.1,neutral,positive
60223,2024-04-26 07:03:33+00:00,"#MBNK #IPO
**Размещение МТС Банка стало рекордным российским IPO по объему спроса и количеству заявок инвесторов**

Всего в рамках размещения было подано более 200 тыс. заявок от розничных и институциональных инвесторов на общую сумму около 168 млрд руб. Сделка также является одним из крупнейших IPO на российском рынке за последние годы — сообщается в релизе банка.",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,MBNK IPO Размещение МТС Банка стало рекордным российским IPO по объему спроса и количеству заявок инвесторов Всего в рамках размещения было подано более 200 тыс. заявок от розничных и институциональных инвесторов на общую сумму около 168 млрд руб. Сделка также является одним из крупнейших IPO на российском рынке за последние годы сообщается в релизе банка.,0.13636363636363635,0.0,0.9090909090909091,0.09090909090909091,0.06818181818181818,neutral,positive
60312,2024-04-27 15:48:28+00:00,"#MTSS
МТС снизил долю в уставном капитале МТС-Банка с 99% до 86.7%",['MTSS'],['MTSS'],['MTSS'],False,MTSS,МТС,телекоммуникации,company_specific,MTSS МТС снизил долю в уставном капитале МТС-Банка с 99 до 86.7,0.0,0.0,1.0,0.0,0.0,neutral,neutral
60358,2024-05-02 05:37:49+00:00,"#MTSS
МТС выставила оферту для нерезидентов на выкуп до 4.2% своих акций с более чем 3-кратным дисконтом — 95 руб за акцию — Интерфакс",['MTSS'],['MTSS'],['MTSS'],False,MTSS,МТС,телекоммуникации,company_specific,MTSS МТС выставила оферту для нерезидентов на выкуп до 4.2 своих акций с более чем 3-кратным дисконтом 95 руб за акцию Интерфакс,0.06818181818181819,0.0,0.9545454545454546,0.04545454545454546,0.034090909090909095,neutral,positive
60574,2024-05-13 11:50:28+00:00,"#RTKM #SBER
Старший вице-президент Ростелекома Меньшов переходит на аналогичную должность в Сбер — Интерфакс","['MTSS', 'SBER']",['SBER'],"['SBER', 'MTSS']",False,MTSS,МТС,телекоммуникации,industry,RTKM SBER Старший вице-президент Ростелекома Меньшов переходит на аналогичную должность в Сбер Интерфакс,0.34615384615384615,0.0,0.7692307692307692,0.23076923076923078,0.3730769230769231,positive,positive
60678,2024-05-15 11:34:49+00:00,"#MTSS
МТС планирует к 2026 году получать 50% выручки от нетелекоммуникационных сервисов — ТАСС",['MTSS'],['MTSS'],['MTSS'],False,MTSS,МТС,телекоммуникации,company_specific,MTSS МТС планирует к 2026 году получать 50 выручки от нетелекоммуникационных сервисов ТАСС,0.75,0.0,0.5,0.5,0.575,very positive,positive
60686,2024-05-15 13:27:14+00:00,"#MTSS 
МТС готова инвестировать в образовательные технологии, ищет лидера под это направление - СЕО — Интерфакс",['MTSS'],['MTSS'],['MTSS'],False,MTSS,МТС,телекоммуникации,company_specific,"MTSS МТС готова инвестировать в образовательные технологии, ищет лидера под это направление - СЕО Интерфакс",0.0,0.0,1.0,0.0,0.0,neutral,neutral
60709,2024-05-16 06:49:42+00:00,"#RTKM #отчетность 
🖨 Ростелеком: финансовые результаты 1кв2024",['MTSS'],[],['MTSS'],True,MTSS,МТС,телекоммуникации,industry,RTKM отчетность Ростелеком: финансовые результаты 1кв2024,0.75,0.0,0.5,0.5,0.575,very positive,positive
60737,2024-05-16 10:09:26+00:00,"#RTKMP [RTKMP](https://www.tinkoff.ru/invest/stocks/RTKMP?utm_source=security_share) #RTKM [RTKM](https://www.tinkoff.ru/invest/stocks/RTKM?utm_source=security_share)
РОСТЕЛЕКОМ ВЫВЕДЕТ НА IPO ""РТК ЦОД"" - CFO

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,"RTKMP RTKMP( RTKM RTKM( РОСТЕЛЕКОМ ВЫВЕДЕТ НА IPO ""РТК ЦОД"" - CFO Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.25,0.0,0.8333333333333333,0.16666666666666669,0.325,positive,positive
60759,2024-05-17 06:04:27+00:00,"#MBNK #Отчетность
🖨 **МТС-Банк: РСБУ 1кв2024**

Чистая прибыль 3.67 млрд руб (+31% г/г)",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,MBNK Отчетность МТС-Банк: РСБУ 1кв2024 Чистая прибыль 3.67 млрд руб (31 гг),0.5,0.0,0.6666666666666666,0.33333333333333337,0.25,positive,positive
60797,2024-05-17 14:32:44+00:00,"👁 **Видеть то, о чем остальные узнают позже — таким преимуществом обладают пользователи**[** Шпиона РЦБ**](https://t.me/stockspy_bot)**
**
Примеры сигналов Шпиона за последние дни:
**• Индикатор шорт-сквиза 13 мая показывал, что GLTR является главным претендентом на разворот**, на что указал аналитик Шпиона. 

17 мая акции стоят уже на 3% дороже.

**• Акции Ростелекома выросли на 9% после заявления CFO по поводу IPO ЦОД.**

Пользователи Шпиона получили сообщение одними из первых и смогли заработать максимальную прибыль на росте.

Кроме того, источниками прибыльных трейдов в последнее время стали: дивиденды SNGSP, слова топ-менеджера TRNFP о дивидендах, покупки лидеров мнений в ROSN, MAGN и др. акциях. 

👉 [Руководство по Шпиону](https://t.me/SpyFAQ/62)

👉 [Подключиться к Шпиону](https://t.me/stockspy_bot)","['MTSS', 'MAGN']",[],"['MTSS', 'MAGN']",True,MTSS,МТС,телекоммуникации,industry,"Видеть то, о чем остальные узнают позже таким преимуществом обладают пользователи Шпиона РЦБ( Примеры сигналов Шпиона за последние дни: Индикатор шорт-сквиза 13 мая показывал, что GLTR является главным претендентом на разворот, на что указал аналитик Шпиона. 17 мая акции стоят уже на 3 дороже. Акции Ростелекома выросли на 9 после заявления CFO по поводу IPO ЦОД. Пользователи Шпиона получили сообщение одними из первых и смогли заработать максимальную прибыль на росте. Кроме того, источниками прибыльных трейдов в последнее время стали: дивиденды SNGSP, слова топ-менеджера TRNFP о дивидендах, покупки лидеров мнений в ROSN, MAGN и др. акциях. Руководство по Шпиону( Подключиться к Шпиону(",0.17762964415253407,0.0,0.8815802372316439,0.11841976276835604,0.2888148220762671,neutral,positive
60906,2024-05-22 09:51:56+00:00,"#RTKM #RTKMP #Дивиденды 
**💰**** Менеджмент Ростелекома предложил дивиденды за 2023 год 6.06 руб на акцию**

Доходность
Обычка: 5.7%
Преф: 6.8%

👁 **Опубликовано ранее в **[**Шпионе РЦБ**](https://t.me/stockspy_bot)",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,RTKM RTKMP Дивиденды Менеджмент Ростелекома предложил дивиденды за 2023 год 6.06 руб на акцию Доходность Обычка: 5.7 Преф: 6.8 Опубликовано ранее в Шпионе РЦБ(,0.21875,0.0,0.8541666666666666,0.14583333333333334,0.309375,positive,positive
60916,2024-05-22 12:50:51+00:00,"#MTSS
ФАС возбудила дело в отношении МТС из-за необоснованного повышения в апреле-марте стоимости услуг для 30 млн абонентов 

МТС считает, что рост абонентской платы экономически обоснован и вызван увеличением затрат — компания",['MTSS'],['MTSS'],['MTSS'],False,MTSS,МТС,телекоммуникации,company_specific,"MTSS ФАС возбудила дело в отношении МТС из-за необоснованного повышения в апреле-марте стоимости услуг для 30 млн абонентов МТС считает, что рост абонентской платы экономически обоснован и вызван увеличением затрат компания",0.314516129032258,0.0,0.7903225806451613,0.2096774193548387,0.157258064516129,positive,positive
60935,2024-05-23 05:32:01+00:00,"#MBNK #Дивиденды
💰 СД МТС-Банк 22 мая обсудил дивиденды за 2023 год. Решение пока не опубликовано",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,MBNK Дивиденды СД МТС-Банк 22 мая обсудил дивиденды за 2023 год. Решение пока не опубликовано,0.0,0.0,1.0,0.0,0.0,neutral,neutral
60937,2024-05-23 05:46:47+00:00,"#RTKM 
Ростелеком создаст собственную импортонезависимую биллинговую систему на базе отечественной системы управления базами данных (СУБД) Pangolin от Сбера. Ранее биллинг госоператора базировался на компонентах американской Oracle — Ведомости","['MTSS', 'SBER']",[],"['SBER', 'MTSS']",False,MTSS,МТС,телекоммуникации,industry,RTKM Ростелеком создаст собственную импортонезависимую биллинговую систему на базе отечественной системы управления базами данных (СУБД) Pangolin от Сбера. Ранее биллинг госоператора базировался на компонентах американской Oracle Ведомости,0.16666666666666666,0.0,0.8888888888888888,0.1111111111111111,0.2833333333333333,neutral,positive
61153,2024-05-29 15:08:49+00:00,"#RTKMP [RTKMP](https://www.tinkoff.ru/invest/stocks/RTKMP?utm_source=security_share) #RTKM [RTKM](https://www.tinkoff.ru/invest/stocks/RTKM?utm_source=security_share)
ПУТИН РАЗРЕШИЛ СТРУКТУРЕ РОСТЕЛЕКОМА ВЫКУПИТЬ ДОЛЮ NOKIA SOLUTIONS & NETWORKS В СП ""РТК - СЕТЕВЫЕ ТЕХНОЛОГИИ"" - РАСПОРЯЖЕНИЕ

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,"RTKMP RTKMP( RTKM RTKM( ПУТИН РАЗРЕШИЛ СТРУКТУРЕ РОСТЕЛЕКОМА ВЫКУПИТЬ ДОЛЮ NOKIA SOLUTIONS NETWORKS В СП ""РТК - СЕТЕВЫЕ ТЕХНОЛОГИИ"" - РАСПОРЯЖЕНИЕ Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.17307692307692307,0.0,0.8846153846153846,0.11538461538461539,0.2865384615384615,neutral,positive
61165,2024-05-30 06:37:00+00:00,"#MOEX
Мосбиржа: В базу расчета** Индекса акций широкого рынка** войдут:

Софтлайн #SOFL
МТС-Банк #MBNK
Диасофт #DIAS
Займер #ZAYM
Европлан #LEAS
Россети Северо-Запад #MRKZ

**Из индекса исключены:**
Fix Price #FIXP
РКК Энергия #RKKE
СПБ Биржа #SPBE
Нижнекамскнефтехим #NKNC
ЧМК #CHMK",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,MOEX Мосбиржа: В базу расчета Индекса акций широкого рынка войдут: Софтлайн SOFL МТС-Банк MBNK Диасофт DIAS Займер ZAYM Европлан LEAS Россети Северо-Запад MRKZ Из индекса исключены: Fix Price FIXP РКК Энергия RKKE СПБ Биржа SPBE Нижнекамскнефтехим NKNC ЧМК CHMK,0.05,0.0,0.9871794871794872,0.012820512820512822,0.025,neutral,neutral
61186,2024-05-30 09:43:54+00:00,"#RTKM #MTSS
Минцифры прорабатывает вопрос льготного кредитования операторов связи на модернизацию сети — ТАСС",['MTSS'],['MTSS'],[],False,MTSS,МТС,телекоммуникации,company_specific,RTKM MTSS Минцифры прорабатывает вопрос льготного кредитования операторов связи на модернизацию сети ТАСС,0.34615384615384615,0.0,0.7692307692307692,0.23076923076923078,0.17307692307692307,positive,positive
61363,2024-06-05 14:32:44+00:00,"#RTKM**
Ростелеком планирует запуск производства аккумуляторов на одном из заводов РФ — Интерфакс**

**Ростелеком предлагает создать единую платформу для электрозарядной инфраструктуры в РФ и стать ее оператором**",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,RTKM Ростелеком планирует запуск производства аккумуляторов на одном из заводов РФ Интерфакс Ростелеком предлагает создать единую платформу для электрозарядной инфраструктуры в РФ и стать ее оператором,0.17307692307692307,0.0,0.8846153846153846,0.11538461538461539,0.2865384615384615,neutral,positive
61553,2024-06-11 07:19:41+00:00,"#RTKM #IPO
РТК-ЦОД (дочка Ростелеком) преобразуется в АО в преддверии IPO — Интерфакс",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,RTKM IPO РТК-ЦОД (дочка Ростелеком) преобразуется в АО в преддверии IPO Интерфакс,0.375,0.0,0.75,0.25,0.3875,positive,positive
61601,2024-06-13 06:04:10+00:00,"#RTKM 
Ростелеком запустит в этом году новый отраслевой венчурный фонд «Консоль» с первоначальным объемом 8 млрд руб. для инвестиций в отечественных разработчиков программного обеспечения (ПО) на стадии расширения — Коммерсантъ",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,RTKM Ростелеком запустит в этом году новый отраслевой венчурный фонд Консоль с первоначальным объемом 8 млрд руб. для инвестиций в отечественных разработчиков программного обеспечения (ПО) на стадии расширения Коммерсантъ,0.28448275862068967,0.0,0.8103448275862069,0.18965517241379312,0.3422413793103448,positive,positive
61700,2024-06-14 12:40:10+00:00,"❗️ **Как за последний год распределились доли покупателей при IPO.** Что удалось выяснить из [обезличенных данных ЦБ](https://cbr.ru/Collection/Collection/File/49231/ORFR_2024-05.pdf). #цифры

✍️ IPO Кристалл (KLVZ) и Мосгорломбард (MGKL) состоялись только за счёт физлиц.
✍️ Меньше всего физлица поучаствовали в IPO Займера (ZAYM) и МТС-банка (MBNK).

В случае с компаниями Займер (ZAYM), Евротранс (EUTR), Henderson (HNFG), Диасофт (DIAS), Европлан (LEAS) банкам пришлось взять на себя долю при размещении акций.

Данные позволяют понять, в каких размещениях могла применяться схема «пампа после IPO» 👉 https://t.me/AK47pfl/17307

😀 @AK47pfl",['MTSS'],[],['MTSS'],True,MTSS,МТС,телекоммуникации,industry,"Как за последний год распределились доли покупателей при IPO. Что удалось выяснить из обезличенных данных ЦБ( цифры IPO Кристалл (KLVZ) и Мосгорломбард (MGKL) состоялись только за счёт физлиц. Меньше всего физлица поучаствовали в IPO Займера (ZAYM) и МТС-банка (MBNK). В случае с компаниями Займер (ZAYM), Евротранс (EUTR), Henderson (HNFG), Диасофт (DIAS), Европлан (LEAS) банкам пришлось взять на себя долю при размещении акций. Данные позволяют понять, в каких размещениях могла применяться схема пампа после IPO AK47pfl",0.06999999999999999,0.0,0.9533333333333334,0.04666666666666666,0.034999999999999996,neutral,positive
61763,2024-06-18 06:01:46+00:00,"#RTKM
**Ростелеком планирует интегрировать ИИ в ОС Аврора** — Коммерсантъ 

Разработка ИИ потребует около 3 млрд руб., вероятно, через партнерство с Яндексом или Cбером, либо при госфинансировании",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,"RTKM Ростелеком планирует интегрировать ИИ в ОС Аврора Коммерсантъ Разработка ИИ потребует около 3 млрд руб., вероятно, через партнерство с Яндексом или Cбером, либо при госфинансировании",0.28846153846153855,0.0,0.8076923076923077,0.19230769230769235,0.3442307692307693,positive,positive
