id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,stock_impact,sentiment_category,sentiment_simple
63712,2024-08-13 09:31:59+00:00,"#MVID
DNS, М.Видео и Ситилинк готовы поддержать предложение ФАС по ограничению цен на ряд моделей техники — представители компаний",['MVID'],['MVID'],['MVID'],False,MVID,М.Видео,розничная торговля,company_specific,"MVID DNS, М.Видео и Ситилинк готовы поддержать предложение ФАС по ограничению цен на ряд моделей техники представители компаний",0.2083333333333333,0.0,0.8611111111111112,0.1388888888888889,0.3041666666666667,positive,positive
64054,2024-08-26 07:00:43+00:00,"#MVID
GMV ""М.ВИДЕО-ЭЛЬДОРАДО"" В I ПОЛУГОДИИ ВЫРОС НА 13% - ДО 247 МЛРД РУБ.; EBITDA СОСТАВИЛА 6,5 МЛРД РУБ., НЕЗНАЧИТЕЛЬНО СНИЗИВШИСЬ ГОД К ГОДУ - ГРУППА


[MVID](https://www.tinkoff.ru/invest/stocks/MVID?utm_source=security_share) 139.5₽

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['MVID'],['MVID'],['MVID'],False,MVID,М.Видео,розничная торговля,company_specific,"MVID GMV ""М.ВИДЕО-ЭЛЬДОРАДО"" В I ПОЛУГОДИИ ВЫРОС НА 13 - ДО 247 МЛРД РУБ.; EBITDA СОСТАВИЛА 6,5 МЛРД РУБ., НЕЗНАЧИТЕЛЬНО СНИЗИВШИСЬ ГОД К ГОДУ - ГРУППА MVID( 139.5 Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.1136363636363636,0.0,0.9242424242424242,0.0757575757575757,0.2568181818181818,neutral,positive
65258,2024-10-10 07:26:05+00:00,"#MVID 
Группа М.Видео-Эльдорадо открыла 68 новых магазинов и вышла в 16 новых городов за 9мес2024","['NVTK', 'GAZP', 'MVID']",['MVID'],"['GAZP', 'NVTK', 'MVID']",False,MVID,М.Видео,розничная торговля,company_specific,MVID Группа М.Видео-Эльдорадо открыла 68 новых магазинов и вышла в 16 новых городов за 9мес2024,0.25,0.0,0.8333333333333334,0.1666666666666666,0.325,positive,positive
66133,2024-11-12 07:00:26+00:00,"#MVID
**""М.Видео-Эльдорадо"" нарастила GMV за 9 месяцев на 8% - до 387 млрд рублей**
ПАО ""М.Видео"" (группа ""М.Видео-Эльдорадо"" ) за 9 месяцев 2024 года увеличило общие продажи (GMV) на 8% год к году - до 387 млрд рублей, говорится в сообщении группы.

[MVID](https://www.tinkoff.ru/invest/stocks/MVID?utm_source=security_share) 103.1₽

👉[Полная новость](http://telegra.ph/MVideo-EHldorado-narastila-GMV-za-9-mesyacev-na-8---do-387-mlrd-rublej-11-12-3)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['MVID'],['MVID'],['MVID'],False,MVID,М.Видео,розничная торговля,company_specific,"MVID ""М.Видео-Эльдорадо"" нарастила GMV за 9 месяцев на 8 - до 387 млрд рублей ПАО ""М.Видео"" (группа ""М.Видео-Эльдорадо"" ) за 9 месяцев 2024 года увеличило общие продажи (GMV) на 8 год к году - до 387 млрд рублей, говорится в сообщении группы. MVID( 103.1 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.0694444444444444,0.0,0.9537037037037036,0.0462962962962963,0.2347222222222222,neutral,positive
66141,2024-11-12 08:26:05+00:00,"#MVID
Как только появится окно возможностей — сделаем допэмиссию — М.Видео",['MVID'],['MVID'],['MVID'],False,MVID,М.Видео,розничная торговля,company_specific,MVID Как только появится окно возможностей сделаем допэмиссию М.Видео,0.4166666666666667,0.0,0.7222222222222222,0.2777777777777778,0.4083333333333333,positive,positive
67528,2025-01-15 11:16:53+00:00,"#Товары
**🇨🇳**** Китай начнет субсидировать покупки электроники и техники, чтобы стимулировать спрос**

Китай начнет выплачивать субсидии до 500 юаней (7 000 руб) на мобильные устройства и до 2000 юаней (28 000 руб) на бытовую технику. 

**Стимулирование спроса на покупку в электронике позволит также поддержать и спрос на медь** — электроника и бытовая техника являются важными секторами использования меди.",['MVID'],[],['MVID'],False,MVID,М.Видео,розничная торговля,industry,"Товары Китай начнет субсидировать покупки электроники и техники, чтобы стимулировать спрос Китай начнет выплачивать субсидии до 500 юаней (7 000 руб) на мобильные устройства и до 2000 юаней (28 000 руб) на бытовую технику. Стимулирование спроса на покупку в электронике позволит также поддержать и спрос на медь электроника и бытовая техника являются важными секторами использования меди.",0.0803571428571428,0.0,0.9464285714285714,0.0535714285714285,0.0401785714285714,neutral,positive
67801,2025-01-27 19:48:04+00:00,"Владельцы «М.Видео-Эльдорадо» ведут переговоры о продаже торговой сети https://vedomosti.ru/business/articles/2025/01/27/1088631-mvideo-eldorado-prodazhe-biznesa
Уффф",['MVID'],[],['MVID'],True,MVID,М.Видео,розничная торговля,industry,Владельцы М.Видео-Эльдорадо ведут переговоры о продаже торговой сети Уффф,0.4166666666666667,0.0,0.7222222222222222,0.2777777777777778,0.4083333333333333,positive,positive
68912,2025-03-14 11:03:34+00:00,"#MVID
**""М.Видео"" в марте-апреле получит от акционеров 30 млрд рублей на реализацию новой стратегии**
ПАО ""М.Видео"" (группа ""М.Видео-Эльдорадо"") в марте-апреле 2025 года получит от акционеров 30 млрд рублей для реализации новой стратегии на ближайшие три года, говорится в сообщении компании.

[MVID](https://www.tinkoff.ru/invest/stocks/MVID?utm_source=security_share) 118.15₽

👉[Полная новость](http://telegra.ph/MVideo-v-marte-aprele-poluchit-ot-akcionerov-30-mlrd-rublej-na-realizaciyu-novoj-strategii-03-14-2)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['MVID'],['MVID'],['MVID'],False,MVID,М.Видео,розничная торговля,company_specific,"MVID ""М.Видео"" в марте-апреле получит от акционеров 30 млрд рублей на реализацию новой стратегии ПАО ""М.Видео"" (группа ""М.Видео-Эльдорадо"") в марте-апреле 2025 года получит от акционеров 30 млрд рублей для реализации новой стратегии на ближайшие три года, говорится в сообщении компании. MVID( 118.15 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.0681818181818181,0.0,0.9545454545454546,0.0454545454545454,0.2340909090909091,neutral,positive
68942,2025-03-17 14:16:18+00:00,"#SFIN
**Холдинг SFI создает дочернюю компанию для владения акциями публичных компаний** — компания

SFI Capital создается для изменения структуры владения существующими активами холдинга. На баланс компании будут переданы акции ПАО М.Видео, также рассматривается возможность перевести на баланс компании пакет казначейских акций ПАО ЭсЭфАй",['MVID'],[],['MVID'],False,MVID,М.Видео,розничная торговля,industry,"SFIN Холдинг SFI создает дочернюю компанию для владения акциями публичных компаний компания SFI Capital создается для изменения структуры владения существующими активами холдинга. На баланс компании будут переданы акции ПАО М.Видео, также рассматривается возможность перевести на баланс компании пакет казначейских акций ПАО ЭсЭфАй",0.1428571428571429,0.0,0.9047619047619048,0.0952380952380952,0.2714285714285714,neutral,positive
69302,2025-03-31 15:05:27+00:00,"#SFIN #MVID
Дочерняя компания ПАО «ЭсЭфАй» – «ЭсЭфАй Кэпитал» – стала владельцем доли холдинга в ПАО «М.видео»",['MVID'],['MVID'],['MVID'],False,MVID,М.Видео,розничная торговля,company_specific,SFIN MVID Дочерняя компания ПАО ЭсЭфАй ЭсЭфАй Кэпитал стала владельцем доли холдинга в ПАО М.видео,0.25,0.0,0.8333333333333334,0.1666666666666666,0.325,positive,positive
69426,2025-04-03 06:48:24+00:00,"#SPBE
СПБ Биржа добавит 15 новых бумаг к торгам выходного дня c 4 апреля

#RTKM #MVID #BELU #WUSH #UNAC #MGKL #SVAV #ABIO #CARM #SOFL #NMTP #GTRK #OGKB #TGKA #ELFV",['MVID'],['MVID'],[],False,MVID,М.Видео,розничная торговля,company_specific,SPBE СПБ Биржа добавит 15 новых бумаг к торгам выходного дня c 4 апреля RTKM MVID BELU WUSH UNAC MGKL SVAV ABIO CARM SOFL NMTP GTRK OGKB TGKA ELFV,0.0,0.0,1.0,0.0,0.0,neutral,neutral
69795,2025-04-14 11:36:58+00:00,"#MVID
GMV ""М.Видео-Эльдорадо"" по итогам 2024г вырос на 5% — презентация",['MVID'],['MVID'],['MVID'],False,MVID,М.Видео,розничная торговля,company_specific,"MVID GMV ""М.Видео-Эльдорадо"" по итогам 2024г вырос на 5 презентация",0.3125,0.0,0.7916666666666666,0.20833333333333334,0.35625,positive,positive
