id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type
52543,2025-02-18,"❕ Движения >5% по итогам вчерашнего дня:

   `SGZH    Сегежа      +30.91%`
   `MTLRP   Мечел ап    +14.53%`
   `VTBR    ВТБ ао      +12.50%`
   `VSEH    ВИ.ру        +8.75%`
   `UPRO    Юнипро ао    +8.19%`
   `AFLT    Аэрофлот     +8.08%`
   `SFIN    ЭсЭфАй ао    +7.95%`
   `AFKS    Система ао   +7.94%`
   `MSNG    +МосЭнерго   +7.71%`
   `MTLR    Мечел ао     +7.52%`
   `GAZP    ГАЗПРОМ ао   +7.11%`
   `SVCB    Совкомбанк   +6.80%`
   `TGKA    ТГК-1        +6.73%`
   `NVTK    Новатэк ао   +6.07%`
   `FEES    Россети      +6.06%`
   `NLMK    НЛМК ао      +5.61%`
   `GMKN    ГМКНорНик    +5.10%`
   `MAGN    ММК          +5.09%`
   `FLOT    Совкомфлот   +5.07%`
   `SMLT    Самолет ао   +5.05%`

__* среди российских акций 1 эшелона с учётом вечерней сессии__","['NVTK', 'AFKS', 'VTBR', 'MAGN']",[],"['AFKS', 'MAGN', 'NVTK', 'VTBR']",False,NVTK,Новатэк,газ,industry
52452,2025-02-15,"**Топ-10 перекупленных российских акций по RSI:**

● Газпром: 85*
● Юнипро: 83
● Полюс: 82
● Мосбиржа: 80
● Эн+: 79
● Совкомбанк: 79
● МТС: 78
● Сбер АП: 78
● Сбер АО: 77
● Новатэк: 77
● **IMOEX: 77**

[bcs-express.ru](https://bcs-express.ru/novosti-i-analitika/top-10-perekuplennykh-aktsii-v-fevrale-2025)
__* RSI - индикатор, показывающий соотношение положительных и отрицательных изменений цены__","['NVTK', 'MTSS']",[],"['MTSS', 'NVTK']",False,NVTK,Новатэк,газ,industry
52447,2025-02-15,"На графике продемонстрирована динамика индекса IMOEX и бумаг, входящих в него, после новостей о телефонном разговоре Путина и Трампа 12 февраля в 19:00 по Москве.

Из представленных бумаг, сильнее всего выросли к концу вечерней сессии выросли бумаги Новатэка (NVTK), ВТБ (VTBR), и Т-Технологий (T), что соответствует временному промежутку в 5 часов на графике. 

Сильнее всего спустя сутки выросли бумаги Газпрома (GAZP) на 13.6% и ВТБ (VTBR) на 10.3%, слабее — бумаги Сургутнефтегаза (SNGS) на 2.3%.

[headlines_Q](http://t.me/headlines_quants),[ headlines_for_traders](https://t.me/headlines_for_traders)","['NVTK', 'SNGS', 'VTBR']",[],"['NVTK', 'SNGS', 'VTBR']",True,NVTK,Новатэк,газ,industry
52324,2025-02-13,"❕ Движения >5% по итогам вчерашнего дня:

   `TGKA    ТГК-1       +10.34%`
   `NVTK    Новатэк ао   +9.37%`
   `LEAS    Европлан     +8.60%`
   `UPRO    Юнипро ао    +8.29%`
   `GAZP    ГАЗПРОМ ао   +8.13%`
   `VTBR    ВТБ ао       +7.34%`
   `AFLT    Аэрофлот     +7.30%`
   `ROSN    Роснефть     +7.23%`
   `FLOT    Совкомфлот   +6.91%`
   `SBERP   Сбербанк-п   +6.79%`
   `SBER    Сбербанк     +6.78%`
   `RTKM    Ростел -ао   +6.50%`
   `T       Т-Техно ао   +6.21%`
   `MTSS    МТС-ао       +6.05%`
   `MOEX    МосБиржа     +5.96%`
   `TRNFP   Транснф ап   +5.86%`
   `CHMF    СевСт-ао     +5.76%`
   `TATNP   Татнфт 3ап   +5.68%`
   `LKOH    ЛУКОЙЛ       +5.57%`
   `MTLRP   Мечел ап     +5.52%`

__* среди российских акций 1 эшелона с учётом вечерней сессии__","['LKOH', 'MTSS', 'VTBR', 'ROSN', 'NVTK']",[],"['LKOH', 'MTSS', 'NVTK', 'ROSN', 'VTBR']",False,NVTK,Новатэк,газ,industry
52284,2025-02-12,"**Международное энергетическое агентство:**

Спрос на газ в Индии к 2030 году резко возрастет, что приведет к удвоению импорта СПГ

[reuters.com](https://www.reuters.com/business/energy/india-gas-demand-surge-by-2030-doubling-lng-imports-says-iea-2025-02-12/)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
52169,2025-02-10,"Новые тарифы Китая на некоторые товары США вступили в силу*

[washingtonpost.com](https://www.washingtonpost.com/world/2025/02/09/china-tariffs-trade-war-united-states/)
__*на уголь и СПГ - 15%, на нефть и с/х технику - 10%.__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
52170,2025-02-10,"Тайвань планирует увеличить закупки СПГ из США для сокращения профицита торгового баланса

[bloomberg.com](https://www.bloomberg.com/news/articles/2025-02-10/taiwan-plans-to-boost-us-lng-purchases-to-reduce-trade-surplus)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
52141,2025-02-08,"**Киев и Вашингтон обсуждают использование подземных газовых хранилищ Украины для размещения американского СПГ. **

[reuters.com](https://www.reuters.com/world/zelenskiy-says-lets-do-deal-offering-trump-mineral-partnership-seeking-security-2025-02-07/)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
51926,2025-02-04,"**Китай ответил Трампу пошлинами на нефть, СПГ и уголь из США**

Китай ввел 10-процентную пошлину на импорт нефти и сельскохозяйственной техники и 15-процентную пошлину на уголь и сжиженный природный газ (СПГ), импортируемые из США

[rbc.ru](https://www.rbc.ru/economics/04/02/2025/67a1a33f9a7947800af412ec?from=from_main_1)
* __пошлины__ __вступают в силу с 10 февраля__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
51755,2025-01-31,"Япония рассматривает возможность строительства СПГ-трубопровода на Аляске, чтобы завоевать расположение Трампа.

[reuters.com](https://www.reuters.com/markets/commodities/japan-weighs-alaska-lng-pipeline-pledge-win-trumps-favour-2025-01-31/)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
51633,2025-01-29,"Новатэк вырос до максимума с августа 2024 на фоне новостей об отказе ЕС от полного запрета на импорт СПГ России

[forbes.ru](https://www.forbes.ru/biznes/529736-politico-uznalo-o-resenii-es-otkazat-sa-ot-polnogo-zapreta-na-import-rossijskogo-spg?utm_source=forbes&utm_campaign=interesting-today)",['NVTK'],[],['NVTK'],True,NVTK,Новатэк,газ,industry
51601,2025-01-29,"**Евросоюз не будет вводить полный запрет на импорт СПГ из России**
[
politico.eu](https://www.politico.eu/article/eu-lets-russian-gas-slip-again-in-new-sanctions-package/)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
51478,2025-01-26,"**Студенческий портфель MOEX*:**

● Сбербанк
● Роснефть
● Газпром
● ВТБ
● Лукойл
● Новатэк
● Татнефть
● ММК
● Яндекс
● Мосбиржа

[t.me](https://t.me/MoscowExchangeOfficial/3218)
__* топ акций в портфеле российских студентов__","['LKOH', 'TATN', 'VTBR', 'ROSN', 'MAGN', 'NVTK']",[],"['LKOH', 'MAGN', 'NVTK', 'ROSN', 'TATN', 'VTBR']",False,NVTK,Новатэк,газ,industry
51364,2025-01-23,"**Новатэк (NVTK): -30.6% с начала 2024 года**

​[headlines_for_traders](https://t.me/headlines_for_traders)
#разбор_полётов",['NVTK'],[],['NVTK'],True,NVTK,Новатэк,газ,industry
51215,2025-01-20,"Россия в 2024 году увеличила поставки СПГ в Китай на 3.3%

[tass.ru](https://tass.ru/ekonomika/22919805)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
51104,2025-01-16,"На графике представлена динамика некоторых российских акций в 2024 г.

За год значительную положительную динамику показали акции «Полюса» (+31%), «Озона» (+17.7%) и «Лукойла» (+7.4%).

Большинство акций значительно снизились по сравнению с началом года. Сильнее всего упали бумаги девелопера «Самолёт» (-73%), «ВК» (-43.9%) и «Новатэка» (-31.8%).[

headlines Q](https://t.me/headlines_quants), [headlines_for_traders](https://t.me/headlines_for_traders)","['NVTK', 'LKOH']",[],"['LKOH', 'NVTK']",True,NVTK,Новатэк,газ,industry
51023,2025-01-15,"ЕС включит в [новый](https://t.me/headlines_for_traders/51000) пакет санкций не только российский алюминий и СПГ, но и российские банки, которые могут отключить от SWIFT

[finam.ru](https://www.finam.ru/publications/item/es-obsuzhdaet-novye-sanktsii-dlya-rossiyskikh-bankov-20250115-0938/)","['NVTK', 'RUAL']",[],"['NVTK', 'RUAL']",False,NVTK,Новатэк,газ,industry
51000,2025-01-15,"ЕС в рамках нового, 16-го, пакета санкций против России рассматривает возможность постепенного отказа от российского СПГ и запрета на импорт алюминия

[rbc.ru](https://www.rbc.ru/politics/15/01/2025/6786ec159a79475990d78333?from=from_main_1)
* __ЕС рассчитывает ввести новый пакет санкций против России 24 февраля__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
50959,2025-01-14,"Судостроительные верфи ЕС ремонтируют российские танкеры и предоставляют им сухие доки, помогая России транспортировать СПГ* через Арктику.
[
ft.com](https://www.ft.com/content/1604de31-5c3e-4d91-9237-7ef63dc887cc)
__* сжиженный природный газ__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
50935,2025-01-13,"**Bloomberg (о Европе, 2/2):**

● Рост спроса провоцирует конкуренцию за ресурсы и повышение цен, делая газ недоступным для бедных стран Азии и Южной Америки.

● В 2025 году спрос Европы на СПГ* может вырасти на 10% г/г.

● Рынок СПГ* остается дефицитным из-за задержек в запуске новых мощностей в Северной Америке.

[bloomberg.com](https://www.bloomberg.com/news/articles/2025-01-13/natural-gas-prices-europe-s-ability-to-pay-more-may-price-out-poorer-nations)
__*Сжиженный природный газ__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
50926,2025-01-13,"**Bloomberg (о Европе, 1/2):**

● Европа рискует не достичь целевых показателей по запасам газа на следующую зиму, что вызовет глобальную борьбу среди потребителей энергоресурсов за поставки СПГ*. 

● Возможности поставок сократились, когда прекратился транзит по российским трубопроводам через Украину.

● Кризис может привести к повышению цен у конечных потребителей и промышленных предприятий в Европе.

[bloomberg.com](https://www.bloomberg.com/news/articles/2025-01-13/natural-gas-prices-europe-s-ability-to-pay-more-may-price-out-poorer-nations)
__*Сжиженный природный газ__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
50847,2025-01-10,"Афганистан хочет подписать с Россией договор о транзите СПГ

[ria.ru](https://ria.ru/20250110/kabul-1993039752.html)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
50843,2025-01-10,"Дефицит на рынке СПГ сменится профицтом в ближайшие годы

[profinance.ru](https://www.profinance.ru/news/2025/01/10/ceo3-defitsit-na-rynke-spg-smenitsya-profitstom-v-blizhajshie-gody.html)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry
