id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_category,event_earnings,event_dividends,event_mergers_acquisitions,event_regulatory,event_management,event_products,event_macroeconomic,has_event,event_impact,event_direction
67433,2025-01-10,"⬇️ **#SIBN**** 21.1M₽ -0.27%**

🔷 **Аномальный объем **
[**Газпром нефть**](https://www.tinkoff.ru/invest/stocks/SIBN?utm_source=security_share)

Объём: 21.1M₽ (35251 лотов)
Покупка: 5% Продажа: 95%
Цена: 599.85₽

Изменение цены:
    на объеме: -0.27%
    за сегодня: +1.03%

Время: 2025-01-10 12:34:49
**Замечено Шпионом РЦБ.**
**Подключить: ****@StockSpy_bot**",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,SIBN 21.1M -0.27 Аномальный объем Газпром нефть( Объём: 21.1M (35251 лотов) Покупка: 5 Продажа: 95 Цена: 599.85 Изменение цены: на объеме: -0.27 за сегодня: 1.03 Время: 2025-01-10 12:34:49 Замечено Шпионом РЦБ. Подключить: StockSpy_bot,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
67442,2025-01-10,"#Санкции
Reuters сообщает о санкциях против Газпром нефти и Сургутнефтегаза","['SNGS', 'GAZP']",[],"['GAZP', 'SNGS']",True,GAZP,Газпром,газ,industry,Санкции Reuters сообщает о санкциях против Газпром нефти и Сургутнефтегаза,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,True,True,2,neutral
67439,2025-01-10,"#Теханализ #GAZP
Газпром с точки зрения технического анализа выглядит шортово. Сейчас ложный пробой верхней границы локального боковика и истинный пробой вниз большого боковика

Накопленная дельта отрицательная — соответственно сейчас все что выше 126 — хорошая зона для шортов

Цель по Газпрому — 120 руб и ниже. Отменой плана будет выступать рост к 130 руб",['GAZP'],['GAZP'],[],True,GAZP,Газпром,газ,company_specific,Теханализ GAZP Газпром с точки зрения технического анализа выглядит шортово. Сейчас ложный пробой верхней границы локального боковика и истинный пробой вниз большого боковика Накопленная дельта отрицательная соответственно сейчас все что выше 126 хорошая зона для шортов Цель по Газпрому 120 руб и ниже. Отменой плана будет выступать рост к 130 руб,0.0392156862745098,0.0,0.9803921568627451,0.0196078431372549,neutral,False,False,False,False,False,False,False,False,1,neutral
67443,2025-01-10,"#Санкции
**Также под санкции попадут СЕО Сургутнефтегаза, Газпром нефти, Лукойла, а также сын Алекперова** — Reuters","['SNGS', 'GAZP', 'LKOH']",[],"['GAZP', 'LKOH', 'SNGS']",True,GAZP,Газпром,газ,industry,"Санкции Также под санкции попадут СЕО Сургутнефтегаза, Газпром нефти, Лукойла, а также сын Алекперова Reuters",0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,True,True,2,neutral
67465,2025-01-13,"#GAZP
**В Газпроме готовятся массовые увольнения** —[ 47News](https://47news.ru/articles/263385/)

Персонал центрального аппарата могут сократить почти вдвое - с 4100 до 2500 тысяч человек.

Центральный аппарат газовой монополии сократят почти в два раза. На выход отправят более полутора тысяч человек, чей зарплатный фонд вместе с оставшимися составляет 50 млрд. Структура управления меняется.",['GAZP'],['GAZP'],[],True,GAZP,Газпром,газ,company_specific,"GAZP В Газпроме готовятся массовые увольнения 47News( Персонал центрального аппарата могут сократить почти вдвое - с 4100 до 2500 тысяч человек. Центральный аппарат газовой монополии сократят почти в два раза. На выход отправят более полутора тысяч человек, чей зарплатный фонд вместе с оставшимися составляет 50 млрд. Структура управления меняется.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67468,2025-01-13,"⬆️ **#GAZP**** 153.5M₽ +0.51%**

🔷 **Аномальный объем **
[**Газпром**](https://www.tinkoff.ru/invest/stocks/GAZP?utm_source=security_share)

Объём: 153.5M₽ (117561 лотов)
Покупка: 84% Продажа: 16%
Цена: 130.61₽

Изменение цены:
    на объеме: +0.51%
    за сегодня: +3.17%

Время: 2025-01-13 11:41:14
**Замечено Шпионом РЦБ.**
**Подключить: ****@StockSpy_bot**",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,GAZP 153.5M 0.51 Аномальный объем Газпром( Объём: 153.5M (117561 лотов) Покупка: 84 Продажа: 16 Цена: 130.61 Изменение цены: на объеме: 0.51 за сегодня: 3.17 Время: 2025-01-13 11:41:14 Замечено Шпионом РЦБ. Подключить: StockSpy_bot,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
67461,2025-01-13,"#Газ
Экспорт газа по трубопроводам из России в Европу (страны Евросоюза и Молдавию) в 2024 г. [вырос](https://www.vedomosti.ru/business/articles/2025/01/13/1085767-strani-evropi-uvelichili-import-gaza-iz-rossii) на 14% до 32.1 млрд кубов, следует из данных Газпрома — Ведомости",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Газ Экспорт газа по трубопроводам из России в Европу (страны Евросоюза и Молдавию) в 2024 г. вырос( на 14 до 32.1 млрд кубов, следует из данных Газпрома Ведомости",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67484,2025-01-13,"#Газ 
**🇪🇺**** Верфи ЕС ремонтируют российские танкеры ледового класса и предоставляют им услуги сухих доков,** что позволяет Москве продолжать транспортировку газа по Арктике, несмотря на западные санкции в отношении энергетического сектора — FT

Согласно спутниковым снимкам и данным о заходах в порты, на двух верфях обслуживались 14 из 15 специализированных танкеров Arc7, которые перевозят СПГ с «Ямал СПГ». Некоторые суда заходили в порты несколько раз.

Восемь танкеров заходили в Damen (Франция), а Fayard (Дания) обслуживал девять судов с момента начала СВО. 

**Компания Damen подтвердила, что отремонтировала «несколько судов, участвовавших в перевозке российского СПГ»**, но добавила, что это «строго соответствовало европейскому законодательству о санкциях».",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Газ Верфи ЕС ремонтируют российские танкеры ледового класса и предоставляют им услуги сухих доков, что позволяет Москве продолжать транспортировку газа по Арктике, несмотря на западные санкции в отношении энергетического сектора FT Согласно спутниковым снимкам и данным о заходах в порты, на двух верфях обслуживались 14 из 15 специализированных танкеров Arc7, которые перевозят СПГ с Ямал СПГ. Некоторые суда заходили в порты несколько раз. Восемь танкеров заходили в Damen (Франция), а Fayard (Дания) обслуживал девять судов с момента начала СВО. Компания Damen подтвердила, что отремонтировала несколько судов, участвовавших в перевозке российского СПГ, но добавила, что это строго соответствовало европейскому законодательству о санкциях.",0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,True,True,2,neutral
67471,2025-01-13,"#GAZP
Представитель «Газпрома» Куприянов подтвердил Forbes подлинность [этого документа](https://t.me/cbrstocks/67465?single). «Комментировать не планируем», — отметил он

Ранее: **В Газпроме готовятся массовые увольнения**",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP Представитель Газпрома Куприянов подтвердил Forbes подлинность этого документа( Комментировать не планируем, отметил он Ранее: В Газпроме готовятся массовые увольнения",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67499,2025-01-14,"⬆️ **#GAZP**** 157.0M₽ +0.80%**

🔷 **Аномальный объем **
[**Газпром**](https://www.tinkoff.ru/invest/stocks/GAZP?utm_source=security_share)

Объём: 157.0M₽ (118715 лотов)
Покупка: 87% Продажа: 13%
Цена: 132.25₽

Изменение цены:
    на объеме: +0.80%
    за сегодня: +0.59%

Время: 2025-01-14 11:33:45
**Замечено Шпионом РЦБ.**
**Подключить: ****@StockSpy_bot**",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,GAZP 157.0M 0.80 Аномальный объем Газпром( Объём: 157.0M (118715 лотов) Покупка: 87 Продажа: 13 Цена: 132.25 Изменение цены: на объеме: 0.80 за сегодня: 0.59 Время: 2025-01-14 11:33:45 Замечено Шпионом РЦБ. Подключить: StockSpy_bot,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
67503,2025-01-14,#GAZP — максимум с ноября,['GAZP'],['GAZP'],[],True,GAZP,Газпром,газ,company_specific,GAZP максимум с ноября,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67531,2025-01-15,"#GAZP
Никаких проблем с прокачкой газа по Турецкому потоку после нападения на компрессорную станцию нет — глава минэнерго Турции",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,GAZP Никаких проблем с прокачкой газа по Турецкому потоку после нападения на компрессорную станцию нет глава минэнерго Турции,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67533,2025-01-15,"Мрачную в целом картину нарисовал Алексей Громов (https://t.me/IEFnotes/1025):

Про СПГ:

1. Важнейшей проблемой для отрасли стали ограничения, вводимые против российских производителей СПГ. Фактический запрет на продажу нашим компаниям судов-газовозов подорвал потенциал развития отечественной СПГ-индустрии. Это самый серьезный вызов, и для преодоления его потребуется гораздо больше времени, чем предполагалось.

У нас нет возможностей для вывоза произведенного газа, имеющегося флота не хватает, и справиться быстро с этой проблемой, увы, не получится. Создание своего флота газовозов требует не меньших усилий, чем разработка и внедрение собственных технологий по сжижению природного газа.

Для развития арктических проектов «Ямал СПГ» и «Арктик СПГ-2» нужны не просто СПГ-танкеры, а газовозы ледового класса – такие суда в мире наперечет. Задача номер один для отрасли – заполучить такие суда. По возможности взять то, что имеется на мировом рынке, и ускорить строительство собственных газовозов, которые заложены на судоверфи «Звезда». Я знаю, что их выпуск сдвигается, но компания НОВАТЭК прикладывает все усилия, чтобы ускорить постройку.

2. Сегодня основной объем производимого у нас СПГ реализуется на европейском рынке. И есть серьезные опасения, что в 2025 году Евросоюз по политическим причинам введет эмбарго на поставки нашего СПГ. Это будет еще один сильный и очень болезненный удар, потому что поставки в Азию – это совершенно другая логистика, другая маржинальность…

**Я более чем уверен, что такое эмбарго будет введено. В наступившем году или позже – пока вопрос. Если его решат ввести в 2025-м, то, скорее всего, это случится по завершении текущего осенне-зимнего отопительного сезона.**

Про трубопроводный газ:

3. Мы должны понимать, что история российских поставок трубопроводного газа в Европу заканчивается. Остается считаное число стран, которые будут получать наш газ тем или иным способом, в первую очередь через «Турецкий поток», – Сербия, Венгрия, отчасти Словакия. Австрия из этого уравнения уже исключена. Поэтому рассматривать прекращение украинского транзита в качестве серьезного вызова на 2025 год я бы не стал: рынок к этому адаптировался.

Про вложения нефтегазовых компаний в развитие:

4. Пока мы видим, что инвестиционные программы нефтегазовых компаний сокращаются более чем на 20%. Некоторые игроки заявляют о 25%. Это серьезные сокращения, которые в первую очередь коснутся долгосрочных проектов: сейчас замораживаются вложения в геологоразведку, в строительство новых объектов добычи и переработки.

**Классический пример – инвестиционная программа НОВАТЭК. На Дальневосточном экономическом форуме представители компании объявили, что по совокупности причин не планируют создание новых СПГ-заводов на территории Российской Федерации и сосредоточатся на поддержании успешной и эффективной операционной деятельности в текущих масштабах.**

Что делать?

5. В газовой сфере Россия продолжит политику диверсификации экспорта трубопроводного газа. По просьбе Пекина мы на год раньше срока выходим на проектные объемы поставок в Китай. По итогам 2024-го было прокачано 30 млрд кубометров газа, а начиная с этого ожидается 38 млрд. Будем увеличивать поставки в страны Центральной Азии. Предполагаю, что еще одна стратегическая задача – ускорение строительства флота для вывоза российского СПГ и тестирование новых логистических схем для доставок в Азию. **Дело в том, что уже введен запрет на реэкспорт нашего СПГ через европейские порты, эти пути закрыты, поэтому надо найти какую-то альтернативу для длинных маршрутов. За ближайший год мы должны полностью подготовиться к уходу с европейского рынка.**",['GAZP'],[],['GAZP'],True,GAZP,Газпром,газ,industry,"Мрачную в целом картину нарисовал Алексей Громов ( Про СПГ: 1. Важнейшей проблемой для отрасли стали ограничения, вводимые против российских производителей СПГ. Фактический запрет на продажу нашим компаниям судов-газовозов подорвал потенциал развития отечественной СПГ-индустрии. Это самый серьезный вызов, и для преодоления его потребуется гораздо больше времени, чем предполагалось. У нас нет возможностей для вывоза произведенного газа, имеющегося флота не хватает, и справиться быстро с этой проблемой, увы, не получится. Создание своего флота газовозов требует не меньших усилий, чем разработка и внедрение собственных технологий по сжижению природного газа. Для развития арктических проектов Ямал СПГ и Арктик СПГ-2 нужны не просто СПГ-танкеры, а газовозы ледового класса такие суда в мире наперечет. Задача номер один для отрасли заполучить такие суда. По возможности взять то, что имеется на мировом рынке, и ускорить строительство собственных газовозов, которые заложены на судоверфи Звезда. Я знаю, что их выпуск сдвигается, но компания НОВАТЭК прикладывает все усилия, чтобы ускорить постройку. 2. Сегодня основной объем производимого у нас СПГ реализуется на европейском рынке. И есть серьезные опасения, что в 2025 году Евросоюз по политическим причинам введет эмбарго на поставки нашего СПГ. Это будет еще один сильный и очень болезненный удар, потому что поставки в Азию это совершенно другая логистика, другая маржинальность Я более чем уверен, что такое эмбарго будет введено. В наступившем году или позже пока вопрос. Если его решат ввести в 2025-м, то, скорее всего, это случится по завершении текущего осенне-зимнего отопительного сезона. Про трубопроводный газ: 3. Мы должны понимать, что история российских поставок трубопроводного газа в Европу заканчивается. Остается считаное число стран, которые будут получать наш газ тем или иным способом, в первую очередь через Турецкий поток, Сербия, Венгрия, отчасти Словакия. Австрия из этого уравнения уже исключена. Поэтому рассматривать прекращение украинского транзита в качестве серьезного вызова на 2025 год я бы не стал: рынок к этому адаптировался. Про вложения нефтегазовых компаний в развитие: 4. Пока мы видим, что инвестиционные программы нефтегазовых компаний сокращаются более чем на 20. Некоторые игроки заявляют о 25. Это серьезные сокращения, которые в первую очередь коснутся долгосрочных проектов: сейчас замораживаются вложения в геологоразведку, в строительство новых объектов добычи и переработки. Классический пример инвестиционная программа НОВАТЭК. На Дальневосточном экономическом форуме представители компании объявили, что по совокупности причин не планируют создание новых СПГ-заводов на территории Российской Федерации и сосредоточатся на поддержании успешной и эффективной операционной деятельности в текущих масштабах. Что делать? 5. В газовой сфере Россия продолжит политику диверсификации экспорта трубопроводного газа. По просьбе Пекина мы на год раньше срока выходим на проектные объемы поставок в Китай. По итогам 2024-го было прокачано 30 млрд кубометров газа, а начиная с этого ожидается 38 млрд. Будем увеличивать поставки в страны Центральной Азии. Предполагаю, что еще одна стратегическая задача ускорение строительства флота для вывоза российского СПГ и тестирование новых логистических схем для доставок в Азию. Дело в том, что уже введен запрет на реэкспорт нашего СПГ через европейские порты, эти пути закрыты, поэтому надо найти какую-то альтернативу для длинных маршрутов. За ближайший год мы должны полностью подготовиться к уходу с европейского рынка.",0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,True,False,True,2,neutral
67520,2025-01-15,"#Санкции
**ЕС рассматривает возможность постепенного запрета российского СПГ и алюминия** — [Bloomberg](https://www.bloomberg.com/news/articles/2025-01-14/eu-considers-gradual-ban-on-russian-lng-and-aluminum?srnd=homepage-europe)

Меры станут частью 16-го пакета санкций блока.  Как ожидается, новый пакет санкций включит:

**• Запрет на поставку СПГ из России.** Мера может быть реализована в виде санкций или дорожной карты, которую ЕС должен представить в феврале. #NVTK
**• Ограничения на поставки алюминия.** Меры будут приниматься постепенно, а временные рамки и масштабы ограничений еще не определены #RUAL
**• Ограничения для предполагаемого теневого флота РФ**. Под санкции попадут десятки судов, перевозящих нефть. #FLOT

Санкции против СПГ могут привести к расторжению контрактов с российскими поставщиками. 

По словам европейских чиновников, запрет на СПГ из РФ осуществить проще, чем запрет на трубопроводный газ. Группа стран, включая Венгрию и Словакию все еще зависят от Газпрома и блокируют расширение санкций.

Основные покупатели российского СПГ в Европе — Испания, Бельгия и Франция — вряд ли будут выступать против санкций в отношении РФ.",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Санкции ЕС рассматривает возможность постепенного запрета российского СПГ и алюминия Bloomberg( Меры станут частью 16-го пакета санкций блока. Как ожидается, новый пакет санкций включит: Запрет на поставку СПГ из России. Мера может быть реализована в виде санкций или дорожной карты, которую ЕС должен представить в феврале. NVTK Ограничения на поставки алюминия. Меры будут приниматься постепенно, а временные рамки и масштабы ограничений еще не определены RUAL Ограничения для предполагаемого теневого флота РФ. Под санкции попадут десятки судов, перевозящих нефть. FLOT Санкции против СПГ могут привести к расторжению контрактов с российскими поставщиками. По словам европейских чиновников, запрет на СПГ из РФ осуществить проще, чем запрет на трубопроводный газ. Группа стран, включая Венгрию и Словакию все еще зависят от Газпрома и блокируют расширение санкций. Основные покупатели российского СПГ в Европе Испания, Бельгия и Франция вряд ли будут выступать против санкций в отношении РФ.",0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,True,True,2,neutral
67542,2025-01-15,"#SIBN #FLOT
США разрешили операции с рядом российский компаний, в том числе с ""Газпром Шельфпроект"", ""Роснефтефлот"", ""Совкомфлот"" и ""Гапром нефть"".",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"SIBN FLOT США разрешили операции с рядом российский компаний, в том числе с ""Газпром Шельфпроект"", ""Роснефтефлот"", ""Совкомфлот"" и ""Гапром нефть"".",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67521,2025-01-15,"#Газ
**🇺🇸**** В США еще один терминал по экспорту сжиженного газа отправил первую партию СПГ **— [EIA](https://www.eia.gov/todayinenergy/detail.php?id=64224&utm_source=Twitter&utm_medium=EIAsocial&utm_id=FirstUpdate#)

26 декабря 2024 года Plaquemines LNG — восьмой экспортный терминал сжиженного природного газа (СПГ) в США — отгрузил свой первый груз после начала производства СПГ в середине декабря.",['GAZP'],[],['GAZP'],True,GAZP,Газпром,газ,industry,Газ В США еще один терминал по экспорту сжиженного газа отправил первую партию СПГ EIA( 26 декабря 2024 года Plaquemines LNG восьмой экспортный терминал сжиженного природного газа (СПГ) в США отгрузил свой первый груз после начала производства СПГ в середине декабря.,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
