secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group,date
RU000A1061L9,TQOY,ЮГК 1P2,2024-02-29,100.1014,99.8632,99.8632,101.3998,100.4321,747,752223.87,5.47,5.14,2025-04-01,12.73,,22.45,5.5,27.42,1000.0,CNY,245,2024-02-29
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-02-29,99.9,99.8,99.79,99.9,99.7398,136,135816.47,5.88,5.96,2026-04-14,24.17,,21.27,5.75,28.67,1000.0,CNY,245,2024-02-29
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-02-29,100.0308,100.0,100.0,100.2999,100.1522,495,495753.56,6.79,6.73,2026-05-08,24.7,,20.38,6.7,33.41,1000.0,CNY,245,2024-02-29
RU000A107RH8,TQOY,РУСАЛ 1Р6,2024-02-29,100.0,99.9104,99.9102,100.1999,99.8757,3619,3618956.59,7.4,7.45,2026-08-05,27.27,,4.34,7.2,17.95,1000.0,CNY,245,2024-02-29
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-01,99.76,99.86,99.1,99.86,99.63,5033,501432.46,15.22,15.31,2025-12-26,19.27,,2.6181,14.5,3.63,100.0,RUB,58,2024-03-01
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-01,95.42,95.4,94.0,95.47,95.06,437,415408.8,14.97,15.42,2032-02-17,11.67,,0.76,9.28,46.27,1000.0,RUB,58,2024-03-01
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-01,93.15,93.44,92.09,93.44,92.56,608,562774.6,13.74,14.08,2032-06-25,25.53,,15.04,9.8,48.87,1000.0,RUB,58,2024-03-01
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-01,99.43,99.59,99.43,99.59,99.43,2984,2967044.6,17.12,17.12,2028-03-21,0.73,2024-03-29,29.25,6.8,33.91,1000.0,RUB,58,2024-03-01
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-01,95.49,95.01,95.01,95.49,95.05,155,147325.3,14.22,14.99,2028-11-07,8.23,2024-11-15,19.97,6.75,33.66,1000.0,RUB,58,2024-03-01
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-01,99.38,99.64,99.06,99.64,99.1,21079,20889779.4,15.28,15.62,2025-03-06,11.27,,32.14,13.8,34.41,1000.0,RUB,58,2024-03-01
RU000A105104,TQOY,РУСАЛ БО05,2024-03-01,98.8003,98.9999,98.7,98.9999,98.8395,467,461534.88,7.04,6.93,2027-07-28,4.97,2024-08-05,3.21,3.9,19.45,1000.0,CNY,245,2024-03-01
RU000A105112,TQOY,РУСАЛ БО06,2024-03-01,98.9999,98.7204,98.7204,99.45,99.4116,701,696867.99,6.51,5.44,2027-07-28,4.97,2024-08-05,3.21,3.9,19.45,1000.0,CNY,245,2024-03-01
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-01,93.9989,94.4,93.86,94.5,94.0979,3019,2839619.83,5.81,5.78,2027-08-24,39.87,,0.31,3.8,18.95,1000.0,CNY,245,2024-03-01
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-01,93.3999,93.6722,93.1601,95.6494,94.6527,722,677824.82,5.91,5.48,2027-09-10,39.93,,7.81,3.7,9.22,1000.0,CNY,245,2024-03-01
RU000A1057S2,TQOY,Роснфт2P12,2024-03-01,98.95,99.4,98.7302,99.4,98.9409,1155,1142767.43,5.11,5.13,2032-09-07,6.47,2024-09-20,13.7,3.05,15.21,1000.0,CNY,245,2024-03-01
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-01,98.4498,97.7611,97.3508,98.4498,97.8847,81,79250.47,5.23,5.77,2025-04-24,13.53,,13.05,3.75,18.7,1000.0,CNY,245,2024-03-01
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-01,85.2,84.7,84.7,85.24,85.1939,221,188230.18,15.0,15.01,2037-10-22,19.7,2025-11-06,2.5,4.15,10.35,1000.0,CNY,245,2024-03-01
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-01,96.2,97.5012,96.2,97.5121,96.3058,523,503679.3,5.6,5.54,2025-12-11,20.97,,6.95,3.25,16.21,1000.0,CNY,245,2024-03-01
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-01,99.4,99.6888,99.2,99.6898,99.6612,705,70149.73,8.65,8.51,2026-06-03,25.03,,0.35,8.0,0.66,100.0,CNY,245,2024-03-01
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-01,98.6,98.8,98.41,98.8,98.8043,540,532314.67,5.76,5.65,2026-03-24,23.57,,21.29,4.95,24.68,1000.0,CNY,245,2024-03-01
RU000A1061L9,TQOY,ЮГК 1P2,2024-03-01,99.999,101.3993,99.3103,101.3993,100.2409,735,736791.18,5.57,5.33,2025-04-01,12.63,,22.6,5.5,27.42,1000.0,CNY,245,2024-03-01
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-03-01,99.8304,99.9,99.8304,99.91,99.9143,95,94898.44,5.92,5.87,2026-04-14,24.07,,21.42,5.75,28.67,1000.0,CNY,245,2024-03-01
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-03-01,100.1475,100.1499,100.03,100.1499,100.1256,226,226283.92,6.73,6.74,2026-05-08,24.6,,20.56,6.7,33.41,1000.0,CNY,245,2024-03-01
RU000A107RH8,TQOY,РУСАЛ 1Р6,2024-03-01,99.9999,99.999,99.6025,100.05,99.993,7395,7392460.14,7.4,7.4,2026-08-05,27.17,,4.54,7.2,17.95,1000.0,CNY,245,2024-03-01
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-01,99.76,99.86,99.1,99.86,99.63,5033,501432.46,15.22,15.31,2025-12-26,19.27,,2.6181,14.5,3.63,100.0,RUB,58,2024-03-02
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-01,95.42,95.4,94.0,95.47,95.06,437,415408.8,14.97,15.42,2032-02-17,11.67,,0.76,9.28,46.27,1000.0,RUB,58,2024-03-02
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-01,93.15,93.44,92.09,93.44,92.56,608,562774.6,13.74,14.08,2032-06-25,25.53,,15.04,9.8,48.87,1000.0,RUB,58,2024-03-02
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-01,99.43,99.59,99.43,99.59,99.43,2984,2967044.6,17.12,17.12,2028-03-21,0.73,2024-03-29,29.25,6.8,33.91,1000.0,RUB,58,2024-03-02
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-01,95.49,95.01,95.01,95.49,95.05,155,147325.3,14.22,14.99,2028-11-07,8.23,2024-11-15,19.97,6.75,33.66,1000.0,RUB,58,2024-03-02
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-01,99.38,99.64,99.06,99.64,99.1,21079,20889779.4,15.28,15.62,2025-03-06,11.27,,32.14,13.8,34.41,1000.0,RUB,58,2024-03-02
RU000A105104,TQOY,РУСАЛ БО05,2024-03-01,98.8003,98.9999,98.7,98.9999,98.8395,467,461534.88,7.04,6.93,2027-07-28,4.97,2024-08-05,3.21,3.9,19.45,1000.0,CNY,245,2024-03-02
RU000A105112,TQOY,РУСАЛ БО06,2024-03-01,98.9999,98.7204,98.7204,99.45,99.4116,701,696867.99,6.51,5.44,2027-07-28,4.97,2024-08-05,3.21,3.9,19.45,1000.0,CNY,245,2024-03-02
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-01,93.9989,94.4,93.86,94.5,94.0979,3019,2839619.83,5.81,5.78,2027-08-24,39.87,,0.31,3.8,18.95,1000.0,CNY,245,2024-03-02
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-01,93.3999,93.6722,93.1601,95.6494,94.6527,722,677824.82,5.91,5.48,2027-09-10,39.93,,7.81,3.7,9.22,1000.0,CNY,245,2024-03-02
RU000A1057S2,TQOY,Роснфт2P12,2024-03-01,98.95,99.4,98.7302,99.4,98.9409,1155,1142767.43,5.11,5.13,2032-09-07,6.47,2024-09-20,13.7,3.05,15.21,1000.0,CNY,245,2024-03-02
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-01,98.4498,97.7611,97.3508,98.4498,97.8847,81,79250.47,5.23,5.77,2025-04-24,13.53,,13.05,3.75,18.7,1000.0,CNY,245,2024-03-02
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-01,85.2,84.7,84.7,85.24,85.1939,221,188230.18,15.0,15.01,2037-10-22,19.7,2025-11-06,2.5,4.15,10.35,1000.0,CNY,245,2024-03-02
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-01,96.2,97.5012,96.2,97.5121,96.3058,523,503679.3,5.6,5.54,2025-12-11,20.97,,6.95,3.25,16.21,1000.0,CNY,245,2024-03-02
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-01,99.4,99.6888,99.2,99.6898,99.6612,705,70149.73,8.65,8.51,2026-06-03,25.03,,0.35,8.0,0.66,100.0,CNY,245,2024-03-02
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-01,98.6,98.8,98.41,98.8,98.8043,540,532314.67,5.76,5.65,2026-03-24,23.57,,21.29,4.95,24.68,1000.0,CNY,245,2024-03-02
RU000A1061L9,TQOY,ЮГК 1P2,2024-03-01,99.999,101.3993,99.3103,101.3993,100.2409,735,736791.18,5.57,5.33,2025-04-01,12.63,,22.6,5.5,27.42,1000.0,CNY,245,2024-03-02
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-03-01,99.8304,99.9,99.8304,99.91,99.9143,95,94898.44,5.92,5.87,2026-04-14,24.07,,21.42,5.75,28.67,1000.0,CNY,245,2024-03-02
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-03-01,100.1475,100.1499,100.03,100.1499,100.1256,226,226283.92,6.73,6.74,2026-05-08,24.6,,20.56,6.7,33.41,1000.0,CNY,245,2024-03-02
RU000A107RH8,TQOY,РУСАЛ 1Р6,2024-03-01,99.9999,99.999,99.6025,100.05,99.993,7395,7392460.14,7.4,7.4,2026-08-05,27.17,,4.54,7.2,17.95,1000.0,CNY,245,2024-03-02
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-01,99.76,99.86,99.1,99.86,99.63,5033,501432.46,15.22,15.31,2025-12-26,19.27,,2.6181,14.5,3.63,100.0,RUB,58,2024-03-03
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-01,95.42,95.4,94.0,95.47,95.06,437,415408.8,14.97,15.42,2032-02-17,11.67,,0.76,9.28,46.27,1000.0,RUB,58,2024-03-03
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-01,93.15,93.44,92.09,93.44,92.56,608,562774.6,13.74,14.08,2032-06-25,25.53,,15.04,9.8,48.87,1000.0,RUB,58,2024-03-03
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-01,99.43,99.59,99.43,99.59,99.43,2984,2967044.6,17.12,17.12,2028-03-21,0.73,2024-03-29,29.25,6.8,33.91,1000.0,RUB,58,2024-03-03
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-01,95.49,95.01,95.01,95.49,95.05,155,147325.3,14.22,14.99,2028-11-07,8.23,2024-11-15,19.97,6.75,33.66,1000.0,RUB,58,2024-03-03
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-01,99.38,99.64,99.06,99.64,99.1,21079,20889779.4,15.28,15.62,2025-03-06,11.27,,32.14,13.8,34.41,1000.0,RUB,58,2024-03-03
RU000A105104,TQOY,РУСАЛ БО05,2024-03-01,98.8003,98.9999,98.7,98.9999,98.8395,467,461534.88,7.04,6.93,2027-07-28,4.97,2024-08-05,3.21,3.9,19.45,1000.0,CNY,245,2024-03-03
RU000A105112,TQOY,РУСАЛ БО06,2024-03-01,98.9999,98.7204,98.7204,99.45,99.4116,701,696867.99,6.51,5.44,2027-07-28,4.97,2024-08-05,3.21,3.9,19.45,1000.0,CNY,245,2024-03-03
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-01,93.9989,94.4,93.86,94.5,94.0979,3019,2839619.83,5.81,5.78,2027-08-24,39.87,,0.31,3.8,18.95,1000.0,CNY,245,2024-03-03
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-01,93.3999,93.6722,93.1601,95.6494,94.6527,722,677824.82,5.91,5.48,2027-09-10,39.93,,7.81,3.7,9.22,1000.0,CNY,245,2024-03-03
RU000A1057S2,TQOY,Роснфт2P12,2024-03-01,98.95,99.4,98.7302,99.4,98.9409,1155,1142767.43,5.11,5.13,2032-09-07,6.47,2024-09-20,13.7,3.05,15.21,1000.0,CNY,245,2024-03-03
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-01,98.4498,97.7611,97.3508,98.4498,97.8847,81,79250.47,5.23,5.77,2025-04-24,13.53,,13.05,3.75,18.7,1000.0,CNY,245,2024-03-03
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-01,85.2,84.7,84.7,85.24,85.1939,221,188230.18,15.0,15.01,2037-10-22,19.7,2025-11-06,2.5,4.15,10.35,1000.0,CNY,245,2024-03-03
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-01,96.2,97.5012,96.2,97.5121,96.3058,523,503679.3,5.6,5.54,2025-12-11,20.97,,6.95,3.25,16.21,1000.0,CNY,245,2024-03-03
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-01,99.4,99.6888,99.2,99.6898,99.6612,705,70149.73,8.65,8.51,2026-06-03,25.03,,0.35,8.0,0.66,100.0,CNY,245,2024-03-03
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-01,98.6,98.8,98.41,98.8,98.8043,540,532314.67,5.76,5.65,2026-03-24,23.57,,21.29,4.95,24.68,1000.0,CNY,245,2024-03-03
RU000A1061L9,TQOY,ЮГК 1P2,2024-03-01,99.999,101.3993,99.3103,101.3993,100.2409,735,736791.18,5.57,5.33,2025-04-01,12.63,,22.6,5.5,27.42,1000.0,CNY,245,2024-03-03
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-03-01,99.8304,99.9,99.8304,99.91,99.9143,95,94898.44,5.92,5.87,2026-04-14,24.07,,21.42,5.75,28.67,1000.0,CNY,245,2024-03-03
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-03-01,100.1475,100.1499,100.03,100.1499,100.1256,226,226283.92,6.73,6.74,2026-05-08,24.6,,20.56,6.7,33.41,1000.0,CNY,245,2024-03-03
RU000A107RH8,TQOY,РУСАЛ 1Р6,2024-03-01,99.9999,99.999,99.6025,100.05,99.993,7395,7392460.14,7.4,7.4,2026-08-05,27.17,,4.54,7.2,17.95,1000.0,CNY,245,2024-03-03
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-04,99.75,99.78,99.53,99.9,99.76,3458,344957.01,15.23,15.22,2025-12-26,19.23,,2.7389,14.5,3.63,100.0,RUB,58,2024-03-04
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-04,95.2,95.22,95.02,96.0,95.58,630,602147.8,15.26,14.78,2032-02-17,11.63,,1.53,9.28,46.27,1000.0,RUB,58,2024-03-04
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-04,93.21,93.12,92.72,93.29,93.17,161,150009.9,13.71,13.73,2032-06-25,25.53,,15.84,9.8,48.87,1000.0,RUB,58,2024-03-04
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-04,99.6,99.46,99.46,99.61,99.54,8,7962.8,14.3,15.47,2028-03-21,0.7,2024-03-29,29.81,6.8,33.91,1000.0,RUB,58,2024-03-04
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-04,94.75,95.19,94.75,95.69,95.17,172,163685.4,15.55,14.81,2028-11-07,8.2,2024-11-15,20.53,6.75,33.66,1000.0,RUB,58,2024-03-04
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-04,99.05,98.95,98.95,99.7,99.3,625,620608.8,15.68,15.38,2025-03-06,11.23,,33.27,13.8,34.41,1000.0,RUB,58,2024-03-04
RU000A105104,TQOY,РУСАЛ БО05,2024-03-04,98.6505,98.9935,98.65,98.9935,98.6792,378,373004.31,7.46,7.38,2027-07-28,4.93,2024-08-05,3.53,3.9,19.45,1000.0,CNY,245,2024-03-04
RU000A105112,TQOY,РУСАЛ БО06,2024-03-04,98.8,98.7193,98.7,99.1959,98.77,1359,1342284.57,7.06,7.14,2027-07-28,4.93,2024-08-05,3.53,3.9,19.45,1000.0,CNY,245,2024-03-04
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-04,94.0,93.9201,93.843,94.45,94.0996,2911,2738623.63,5.81,5.78,2027-08-24,39.83,,0.62,3.8,18.95,1000.0,CNY,245,2024-03-04
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-04,93.8206,93.4,93.2001,94.58,94.3222,538,507396.0,5.77,5.6,2027-09-10,39.9,,8.11,3.7,9.22,1000.0,CNY,245,2024-03-04
RU000A1057S2,TQOY,Роснфт2P12,2024-03-04,98.7285,98.733,98.7285,99.14,98.897,363,358996.06,5.56,5.22,2032-09-07,6.43,2024-09-20,13.95,3.05,15.21,1000.0,CNY,245,2024-03-04
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-04,97.1035,97.1024,97.1024,98.4693,98.0844,200,195187.95,6.53,5.58,2025-04-24,13.5,,13.36,3.75,18.7,1000.0,CNY,245,2024-03-04
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-04,84.6008,85.112,84.6,85.112,85.0644,490,416720.8,15.52,15.13,2037-10-22,19.67,2025-11-06,2.84,4.15,10.35,1000.0,CNY,245,2024-03-04
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-04,96.2025,97.1952,96.2025,97.1952,96.7714,30,29031.43,5.61,5.25,2025-12-11,20.93,,7.21,3.25,16.21,1000.0,CNY,245,2024-03-04
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-04,99.6,99.6898,99.5101,99.6898,99.6548,276,27494.98,8.54,8.51,2026-06-03,25.0,,0.42,8.0,0.66,100.0,CNY,245,2024-03-04
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-04,98.71,98.645,98.5102,98.8898,98.7644,343,338329.98,5.7,5.67,2026-03-24,23.53,,21.7,4.95,24.68,1000.0,CNY,245,2024-03-04
RU000A1061L9,TQOY,ЮГК 1P2,2024-03-04,99.4,99.999,99.3301,100.9995,100.2273,890,891624.4,6.17,5.34,2025-04-01,12.6,,23.05,5.5,27.42,1000.0,CNY,245,2024-03-04
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-03-04,99.89,99.91,99.87,99.91,99.8919,27,26970.8,5.89,5.89,2026-04-14,24.03,,21.9,5.75,28.67,1000.0,CNY,245,2024-03-04
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-03-04,100.1498,100.149,100.0306,100.1499,100.1075,175,175188.17,6.73,6.75,2026-05-08,24.57,,21.11,6.7,33.41,1000.0,CNY,245,2024-03-04
RU000A107RH8,TQOY,РУСАЛ 1Р6,2024-03-04,100.0,99.6101,99.6101,100.1997,100.0112,1388,1387882.06,7.39,7.39,2026-08-05,27.13,,5.13,7.2,17.95,1000.0,CNY,245,2024-03-04
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-05,99.79,99.9,99.3,99.9,99.7,4734,471990.8,15.2,15.26,2025-12-26,19.2,,2.7792,14.5,3.63,100.0,RUB,58,2024-03-05
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-05,95.6,95.2,95.2,95.79,95.52,7121,6801745.9,14.77,14.87,2032-02-17,11.6,,1.78,9.28,46.27,1000.0,RUB,58,2024-03-05
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-05,92.85,93.11,92.4,93.9,93.1,202,188054.3,13.92,13.78,2032-06-25,25.47,,16.11,9.8,48.87,1000.0,RUB,58,2024-03-05
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-05,99.63,99.43,99.43,99.63,99.61,171,170332.1,14.07,14.47,2028-03-21,0.67,2024-03-29,29.99,6.8,33.91,1000.0,RUB,58,2024-03-05
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-05,95.14,94.05,94.05,95.78,95.15,100039,95187035.9,14.9,14.88,2028-11-07,8.17,2024-11-15,20.71,6.75,33.66,1000.0,RUB,58,2024-03-05
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-05,99.57,99.61,99.04,99.61,99.15,8778,8703376.7,15.05,15.57,2025-03-06,11.2,,33.65,13.8,34.41,1000.0,RUB,58,2024-03-05
RU000A105104,TQOY,РУСАЛ БО05,2024-03-05,98.6604,98.6505,98.6501,98.928,98.6492,147,145067.3,7.46,7.49,2027-07-28,4.9,2024-08-05,3.63,3.9,19.45,1000.0,CNY,245,2024-03-05
RU000A105112,TQOY,РУСАЛ БО06,2024-03-05,98.75,99.098,98.65,99.1,98.7235,3128,3088077.03,7.22,7.29,2027-07-28,4.9,2024-08-05,3.63,3.9,19.45,1000.0,CNY,245,2024-03-05
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-05,94.2951,94.4597,93.7193,94.4597,93.9726,3261,3065990.59,5.71,5.82,2027-08-24,39.8,,0.73,3.8,18.95,1000.0,CNY,245,2024-03-05
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-05,94.1998,93.8205,93.3302,94.28,93.9988,196,184200.21,5.64,5.71,2027-09-10,39.87,,8.21,3.7,9.22,1000.0,CNY,245,2024-03-05
RU000A1057S2,TQOY,Роснфт2P12,2024-03-05,98.8999,98.8999,98.7359,98.9,98.7755,1281,1265314.62,5.23,5.48,2032-09-07,6.4,2024-09-20,14.04,3.05,15.21,1000.0,CNY,245,2024-03-05
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-05,97.9821,98.4745,97.2003,98.4745,97.8728,21,20553.28,5.69,5.79,2025-04-24,13.47,,13.46,3.75,18.7,1000.0,CNY,245,2024-03-05
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-05,85.1,85.0997,84.5002,85.1,85.016,765,650487.48,15.12,15.19,2037-10-22,19.63,2025-11-06,2.96,4.15,10.35,1000.0,CNY,245,2024-03-05
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-05,96.5,96.2045,96.2044,97.1839,96.5853,7,6760.98,5.42,5.37,2025-12-11,20.9,,7.3,3.25,16.21,1000.0,CNY,245,2024-03-05
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-05,99.8888,99.6799,99.6003,99.96,99.7264,538,53665.79,8.39,8.48,2026-06-03,24.97,,0.44,8.0,0.66,100.0,CNY,245,2024-03-05
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-05,98.7,98.898,98.5701,99.0,98.8093,785,775809.57,5.71,5.65,2026-03-24,23.5,,21.83,4.95,24.68,1000.0,CNY,245,2024-03-05
RU000A1061L9,TQOY,ЮГК 1P2,2024-03-05,99.6001,100.85,99.4011,100.85,100.0079,155,154974.79,5.97,5.56,2025-04-01,12.57,,23.21,5.5,27.42,1000.0,CNY,245,2024-03-05
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-03-05,99.902,99.89,99.8367,99.99,99.9444,2168,2166820.19,5.88,5.86,2026-04-14,24.0,,22.05,5.75,28.67,1000.0,CNY,245,2024-03-05
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-03-05,100.3002,100.1498,100.06,100.3593,100.2524,401,402012.09,6.65,6.68,2026-05-08,24.53,,21.29,6.7,33.41,1000.0,CNY,245,2024-03-05
RU000A107RH8,TQOY,РУСАЛ 1Р6,2024-03-05,100.0,100.0,99.999,100.044,99.992,4382,4381998.08,7.4,7.4,2026-08-05,27.1,,5.33,7.2,17.95,1000.0,CNY,245,2024-03-05
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-03-06,99.72,99.82,99.5,99.82,99.72,4386,437369.11,15.25,15.25,2025-12-26,19.17,,2.8194,14.5,3.63,100.0,RUB,58,2024-03-06
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-03-06,95.58,95.6,95.26,95.6,95.37,376,358604.4,14.81,15.08,2032-02-17,11.57,,2.03,9.28,46.27,1000.0,RUB,58,2024-03-06
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-03-06,93.23,92.09,91.36,93.71,91.93,121,111234.4,13.7,14.46,2032-06-25,25.43,,16.38,9.8,48.87,1000.0,RUB,58,2024-03-06
RU000A0JTU85,TQCB,РЖД-28 обл,2024-03-06,99.62,99.51,99.5,99.65,99.6,17539,17468837.1,14.67,15.1,2028-03-21,0.63,2024-03-29,30.18,6.8,33.91,1000.0,RUB,58,2024-03-06
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-03-06,95.08,95.19,94.94,95.44,94.95,3209,3046802.6,15.04,15.27,2028-11-07,8.13,2024-11-15,20.9,6.75,33.66,1000.0,RUB,58,2024-03-06
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-03-06,99.37,99.61,99.17,99.66,99.34,2488,2471680.4,15.3,15.34,2025-03-06,11.53,,34.03,13.8,34.41,1000.0,RUB,58,2024-03-06
RU000A105104,TQOY,РУСАЛ БО05,2024-03-06,98.661,98.6604,98.6302,98.9898,98.7185,126,124477.19,7.48,7.32,2027-07-28,4.87,2024-08-05,3.74,3.9,19.45,1000.0,CNY,245,2024-03-06
RU000A105112,TQOY,РУСАЛ БО06,2024-03-06,98.6909,99.0999,98.62,99.0999,98.7199,1250,1233797.43,7.4,7.32,2027-07-28,4.87,2024-08-05,3.74,3.9,19.45,1000.0,CNY,245,2024-03-06
RU000A1054W1,TQOY,Полюс Б1P2,2024-03-06,94.0003,94.2653,93.8601,94.42,94.0641,6180,5813679.22,5.82,5.79,2027-08-24,39.77,,0.83,3.8,18.95,1000.0,CNY,245,2024-03-06
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-03-06,94.05,94.1998,93.6501,94.1998,93.9682,273,256629.91,5.69,5.72,2027-09-10,39.83,,8.31,3.7,9.22,1000.0,CNY,245,2024-03-06
RU000A1057S2,TQOY,Роснфт2P12,2024-03-06,98.736,99.0,98.734,99.0,98.759,5126,5062384.6,5.57,5.52,2032-09-07,6.37,2024-09-20,14.12,3.05,15.21,1000.0,CNY,245,2024-03-06
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-03-06,98.0,97.2896,97.2896,98.4977,98.0599,50,49055.02,5.67,5.62,2025-04-24,13.43,,13.56,3.75,18.7,1000.0,CNY,245,2024-03-06
RU000A105EW9,TQOY,Сегежа3P1R,2024-03-06,84.9997,85.1,84.9997,85.1,85.0845,638,542713.28,15.22,15.15,2037-10-22,19.6,2025-11-06,3.07,4.15,10.35,1000.0,CNY,245,2024-03-06
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-03-06,96.2002,97.0986,96.2002,97.0986,96.7183,93,89961.17,5.61,5.29,2025-12-11,20.87,,7.39,3.25,16.21,1000.0,CNY,245,2024-03-06
RU000A105N25,TQIY,БДеньг-Ю01,2024-03-06,99.7003,99.8887,99.6003,99.8888,99.8685,257,25654.03,8.49,8.4,2026-06-03,24.93,,0.46,8.0,0.66,100.0,CNY,245,2024-03-06
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-03-06,98.8997,98.86,98.6508,99.1461,98.8309,71,70201.72,5.6,5.64,2026-03-24,23.47,,21.97,4.95,24.68,1000.0,CNY,245,2024-03-06
RU000A1061L9,TQOY,ЮГК 1P2,2024-03-06,99.4,100.5999,99.4,100.5999,99.7296,331,330072.87,6.17,5.84,2025-04-01,12.53,,23.36,5.5,27.42,1000.0,CNY,245,2024-03-06
