id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,stock_impact,sentiment_category,sentiment_simple
64194,2024-08-29 05:09:00+00:00,"#Макро
🇷🇺 **Правительство и ЦБ подготовят план действий по борьбе с инфляцией** — Ведомости

Кабмин ограничит кредитование госкомпаний и свернет льготные программы для МСП и аграриев.",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,Макро Правительство и ЦБ подготовят план действий по борьбе с инфляцией Ведомости Кабмин ограничит кредитование госкомпаний и свернет льготные программы для МСП и аграриев.,0.0,0.125,0.75,0.125,0.2,neutral,neutral
64439,2024-09-06 08:10:53+00:00,"#ЦБРФ
**ЦБ советует банкам сдерживать рост валютных кредитов: его свопы не для фондирования, а для снятия волатильности** — Интерфакс

Банки, наращивая валютное корпоративное кредитование, сокращают объем ликвидных активов в юанях, что провоцирует увеличение потребности в краткосрочных юанях на рынке","['CBOM', 'VTBR']",[],"['VTBR', 'CBOM']",False,CBOM,Московский Кредитный Банк,банк,industry,"ЦБРФ ЦБ советует банкам сдерживать рост валютных кредитов: его свопы не для фондирования, а для снятия волатильности Интерфакс Банки, наращивая валютное корпоративное кредитование, сокращают объем ликвидных активов в юанях, что провоцирует увеличение потребности в краткосрочных юанях на рынке",0.47368421052631576,0.0,0.6842105263157895,0.3157894736842105,0.6368421052631579,positive,positive
64698,2024-09-18 10:33:48+00:00,"**Власти готовятся к оптимизации бюджетных расходов, растущих из-за высоких процентных ставок. Но это не коснется семейной ипотеки.** #государево_дело 

👉 Это связано с необходимостью компенсировать разницу между льготной ставкой по кредитам и рыночной стоимостью заимствований. Но это не должно коснуться семейной ипотеки под 6%.

✍️ Бюджет на льготное кредитование для МСП [будет урезан на 21%](https://iz.ru/1760757/milana-gadzhieva/po-raskhodu-dela-vlasti-planiruiut-sokratit-podderzhku-msp) в ближайшие шесть лет: 
Власти хотят значительно сократить бюджетные расходы на поддержку малого и среднего предпринимательства. В 2025-2030 годах на эти цели планируется потратить 330 млрд рублей — на 21% меньше, чем в предыдущую шестилетку, выяснили «Известия».** В основном урезание коснется льготных программ кредитования. **

✍️ Ранее закрыли льготную ипотеку под 8%.

✍️ В настоящее время распространяются [слухи](https://tass.ru/nedvizhimost/21894019) о временном прекращении выдачи ипотечных кредитов для семей в Сбере из-за исчерпания лимитов. Однако источники РДВ сообщают, что ситуация временная — через пару дней семейная ипотека вернется. Напомним, что семейная ипотека под 6% - национальный проект президентского уровня.

😀 @AK47pfl","['CBOM', 'SBER']",[],"['SBER', 'CBOM']",False,CBOM,Московский Кредитный Банк,банк,industry,"Власти готовятся к оптимизации бюджетных расходов, растущих из-за высоких процентных ставок. Но это не коснется семейной ипотеки. государево_дело Это связано с необходимостью компенсировать разницу между льготной ставкой по кредитам и рыночной стоимостью заимствований. Но это не должно коснуться семейной ипотеки под 6. Бюджет на льготное кредитование для МСП будет урезан на 21( в ближайшие шесть лет: Власти хотят значительно сократить бюджетные расходы на поддержку малого и среднего предпринимательства. В 2025-2030 годах на эти цели планируется потратить 330 млрд рублей на 21 меньше, чем в предыдущую шестилетку, выяснили Известия. В основном урезание коснется льготных программ кредитования. Ранее закрыли льготную ипотеку под 8. В настоящее время распространяются слухи( о временном прекращении выдачи ипотечных кредитов для семей в Сбере из-за исчерпания лимитов. Однако источники РДВ сообщают, что ситуация временная через пару дней семейная ипотека вернется. Напомним, что семейная ипотека под 6 - национальный проект президентского уровня. AK47pfl",0.05,0.0,0.9685396188892692,0.03146038111073076,0.225,neutral,neutral
64908,2024-09-26 12:19:49+00:00,"НАБИУЛЛИНА: ОПЕРАТИВНЫЕ ДАННЫЕ ЗА СЕНТЯБРЬ ПОКАЗЫВАЮТ, ЧТО ОБЩИЙ РОСТ КРЕДИТА ОСТАЕТСЯ СУЩЕСТВЕННЫМ, А КОРПОРАТИВНОЕ КРЕДИТОВАНИЕ РАСТЕТ ОЧЕНЬ БЫСТРО


**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,"НАБИУЛЛИНА: ОПЕРАТИВНЫЕ ДАННЫЕ ЗА СЕНТЯБРЬ ПОКАЗЫВАЮТ, ЧТО ОБЩИЙ РОСТ КРЕДИТА ОСТАЕТСЯ СУЩЕСТВЕННЫМ, А КОРПОРАТИВНОЕ КРЕДИТОВАНИЕ РАСТЕТ ОЧЕНЬ БЫСТРО Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.42391304347826086,0.0,0.7173913043478262,0.2826086956521739,0.41195652173913044,positive,positive
64912,2024-09-26 12:29:07+00:00,"#ЦБРФ
🗣 Заявления главы ЦБ РФ Набиуллиной

**🗣**** ЦБ не исключает дальнейшего повышения ставки в октябре**

🗣 Оперативные данные за сентябрь показывают, что общий рост кредита остается существенным, а корпоративное кредитование растет очень быстро.

🗣 Корпоративное кредитование растет на 21.4% г/г. В розничном кредитовании замедление налицо.

🗣 Ипотечный портфель в РФ в 2024г может вырасти на 12% при сохранении динамики июля-августа, это укладывается в рамки сбалансированного роста.",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,"ЦБРФ Заявления главы ЦБ РФ Набиуллиной ЦБ не исключает дальнейшего повышения ставки в октябре Оперативные данные за сентябрь показывают, что общий рост кредита остается существенным, а корпоративное кредитование растет очень быстро. Корпоративное кредитование растет на 21.4 гг. В розничном кредитовании замедление налицо. Ипотечный портфель в РФ в 2024г может вырасти на 12 при сохранении динамики июля-августа, это укладывается в рамки сбалансированного роста.",0.18145161290322584,0.040322580645161296,0.7983870967741935,0.16129032258064518,0.29072580645161294,neutral,positive
65446,2024-10-17 06:35:56+00:00,"#Китай 
🇨🇳 Китайский рынок растерял половину сентябрьского роста.

В конце сентября китайский фондовый рынок начал свое ралли на 42% после объявления властями масштабного стимулирования экономики.

Сегодня власти КНР сообщили, что почти вдвое увеличат кредитование застопорившихся проектов в сфере недвижимости до $560 млрд. Но этого оказалось недостаточно — акции сектора недвижимости в лидерах падения.",['CBOM'],[],['CBOM'],True,CBOM,Московский Кредитный Банк,банк,industry,"Китай Китайский рынок растерял половину сентябрьского роста. В конце сентября китайский фондовый рынок начал свое ралли на 42 после объявления властями масштабного стимулирования экономики. Сегодня власти КНР сообщили, что почти вдвое увеличат кредитование застопорившихся проектов в сфере недвижимости до 560 млрд. Но этого оказалось недостаточно акции сектора недвижимости в лидерах падения.",0.05,0.10784313725490197,0.7549019607843137,0.1372549019607843,0.225,neutral,neutral
65453,2024-10-17 08:22:10+00:00,"НАБИУЛЛИНА: ПОСЛЕДНИЕ ДАННЫЕ ПОКАЗЫВАЮТ, ЧТО КОРПОРАТИВНОЕ КРЕДИТОВАНИЕ ПРОДОЛЖАЕТ УСКОРЯТЬСЯ, В ТОМ ЧИСЛЕ ИНВЕСТИЦИОННОЕ


**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,"НАБИУЛЛИНА: ПОСЛЕДНИЕ ДАННЫЕ ПОКАЗЫВАЮТ, ЧТО КОРПОРАТИВНОЕ КРЕДИТОВАНИЕ ПРОДОЛЖАЕТ УСКОРЯТЬСЯ, В ТОМ ЧИСЛЕ ИНВЕСТИЦИОННОЕ Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.25,0.0,0.8333333333333333,0.16666666666666669,0.325,positive,positive
65888,2024-10-31 06:55:25+00:00,"#ЦБРФ
**Набиуллина говорит — **[**трансляция**](http://duma.gov.ru/multimedia/video/stream/)

• Ключевая ставка как инструмент сохраняет эффективность, но в текущих условиях нужны более резкие изменения, чтобы она работала

• Корпоративное кредитование в годовом выражении показывает высокие темпы роста — вблизи 22%, но это не означает утраты чувствительности к ДКП",['CBOM'],[],['CBOM'],True,CBOM,Московский Кредитный Банк,банк,industry,"ЦБРФ Набиуллина говорит трансляция( Ключевая ставка как инструмент сохраняет эффективность, но в текущих условиях нужны более резкие изменения, чтобы она работала Корпоративное кредитование в годовом выражении показывает высокие темпы роста вблизи 22, но это не означает утраты чувствительности к ДКП",0.35624999999999996,0.0,0.7625,0.2375,0.378125,positive,positive
65959,2024-11-02 09:44:21+00:00,"#ЦБРФ #Банки
**ЦБ РФ утвердил перечень системно-значимых банков, оставив его без изменений**:

ЮниКредит
ГПБ
Совкомбанк
ВТБ
Альфа
Сбер
МКБ
Открытие
Росбанк
ТБанк
Промсвязьбанк
Райффайзенбанк
Россельхозбанк","['MTSS', 'SBER', 'VTBR', 'CBOM']",[],"['SBER', 'MTSS', 'VTBR', 'CBOM']",False,CBOM,Московский Кредитный Банк,банк,industry,"ЦБРФ Банки ЦБ РФ утвердил перечень системно-значимых банков, оставив его без изменений: ЮниКредит ГПБ Совкомбанк ВТБ Альфа Сбер МКБ Открытие Росбанк ТБанк Промсвязьбанк Райффайзенбанк Россельхозбанк",0.15000000000000002,0.0,0.9,0.1,0.275,neutral,positive
66470,2024-11-26 08:34:29+00:00,"#Банки #Отчетность
**🖨**** Результаты банков по РСБУ за 10мес2024**

🏦 ВТБ #VTBR
Чистая прибыль: 315.15 млрд руб (+80% г/г)

🏦 Росбанк #ROSB
Чистая прибыль: 45.57 млрд руб (+42% г/г)

🏦 Банк Санкт-Петербург #BSPB
Чистая прибыль: 41.97 млрд руб (+3% г/г)

🏦 МКБ #CBOM
Чистая прибыль: 31.33 млрд руб (-27% г/г)

🏦 Совкомбанк #SVCB
 Чистая прибыль: 31.36 млрд руб (-65% г/г)","['CBOM', 'VTBR']","['VTBR', 'CBOM']","['VTBR', 'CBOM']",False,CBOM,Московский Кредитный Банк,банк,company_specific,Банки Отчетность Результаты банков по РСБУ за 10мес2024 ВТБ VTBR Чистая прибыль: 315.15 млрд руб (80 гг) Росбанк ROSB Чистая прибыль: 45.57 млрд руб (42 гг) Банк Санкт-Петербург BSPB Чистая прибыль: 41.97 млрд руб (3 гг) МКБ CBOM Чистая прибыль: 31.33 млрд руб (-27 гг) Совкомбанк SVCB Чистая прибыль: 31.36 млрд руб (-65 гг),0.625,0.0,0.5833333333333333,0.4166666666666667,0.5125,very positive,positive
66550,2024-11-28 07:00:26+00:00,"#VTBR
**ВТБ в октябре увеличил прибыль по МСФО на 10,4%, продолжил наращивать кредитование компаний**
ВТБ в октябре заработал 29,7 млрд рублей чистой прибыли по МСФО, что на 10,4% больше результата за такой же месяц годом ранее, свидетельствует отчетность группы.

[VTBR](https://www.tinkoff.ru/invest/stocks/VTBR?utm_source=security_share) 70.24₽

👉[Полная новость](http://telegra.ph/VTB-v-oktyabre-uvelichil-pribyl-po-MSFO-na-104-prodolzhil-narashchivat-kreditovanie-kompanij-11-28-3)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot","['CBOM', 'VTBR']",['VTBR'],"['VTBR', 'CBOM']",False,CBOM,Московский Кредитный Банк,банк,industry,"VTBR ВТБ в октябре увеличил прибыль по МСФО на 10,4, продолжил наращивать кредитование компаний ВТБ в октябре заработал 29,7 млрд рублей чистой прибыли по МСФО, что на 10,4 больше результата за такой же месяц годом ранее, свидетельствует отчетность группы. VTBR( 70.24 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.3437500000000001,0.0,0.7708333333333333,0.22916666666666674,0.37187500000000007,positive,positive
66859,2024-12-09 08:52:03+00:00,"#CBOM
Арбитражный суд Москвы 6 декабря решил взыскать с бельгийского депозитария Euroclear Bank в пользу Московского кредитного банка ( МКБ ) убытки в виде неполученных доходов в размере $125.1 млн, 6 млн евро и 128.8 тыс. фунтов, а также расходы по оплате госпошлины в размере 175.7 тыс. рублей — Интерфакс","['CBOM', 'VTBR']",['CBOM'],"['VTBR', 'CBOM']",False,CBOM,Московский Кредитный Банк,банк,company_specific,"CBOM Арбитражный суд Москвы 6 декабря решил взыскать с бельгийского депозитария Euroclear Bank в пользу Московского кредитного банка ( МКБ ) убытки в виде неполученных доходов в размере 125.1 млн, 6 млн евро и 128.8 тыс. фунтов, а также расходы по оплате госпошлины в размере 175.7 тыс. рублей Интерфакс",-0.05,0.13829787234042554,0.7340425531914894,0.1276595744680851,0.17500000000000002,neutral,neutral
66924,2024-12-10 17:20:27+00:00,"ЦБ РФ: РОЗНИЧНОЕ КРЕДИТОВАНИЕ В НОЯБРЕ СОКРАТИЛОСЬ НА 1,7% ПОСЛЕ РОСТА НА 0,4% В ОКТЯБРЕ


**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,"ЦБ РФ: РОЗНИЧНОЕ КРЕДИТОВАНИЕ В НОЯБРЕ СОКРАТИЛОСЬ НА 1,7 ПОСЛЕ РОСТА НА 0,4 В ОКТЯБРЕ Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.48749999999999993,0.0,0.675,0.32499999999999996,0.44375,positive,positive
67236,2024-12-23 10:35:08+00:00,"#IPO**
Прошу подумать и обсудить, как обеспечить льготное кредитование для компаний, которые выходят на биржу**. Там, где это целесообразно — Путин",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,"IPO Прошу подумать и обсудить, как обеспечить льготное кредитование для компаний, которые выходят на биржу. Там, где это целесообразно Путин",0.22499999999999998,0.0,0.85,0.15,0.3125,positive,positive
67692,2025-01-22 14:22:47+00:00,"ПУТИН: В ДЕКАБРЕ КОРПОРАТИВНОЕ КРЕДИТОВАНИЕ ЗАМЕДЛИЛОСЬ, В ЯНВАРЕ ДИНАМИКА ПОРТФЕЛЯ СКЛАДЫВАЕТСЯ НИЖЕ ЦЕЛЕВЫХ ОРИЕНТИРОВ


**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,"ПУТИН: В ДЕКАБРЕ КОРПОРАТИВНОЕ КРЕДИТОВАНИЕ ЗАМЕДЛИЛОСЬ, В ЯНВАРЕ ДИНАМИКА ПОРТФЕЛЯ СКЛАДЫВАЕТСЯ НИЖЕ ЦЕЛЕВЫХ ОРИЕНТИРОВ Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.23684210526315788,0.0,0.8421052631578947,0.15789473684210525,0.31842105263157894,positive,positive
67858,2025-01-30 09:04:18+00:00,"#Банки 
🏦** Финансовый сектор РФ по итогам 2024 года — данные ЦБ:**

**• Банковская прибыль:** рекордные ₽3.8 трлн (+15% г/г).
• Средства юрлиц: +2.1% в декабре благодаря бюджетным поступлениям.
• Средства населения: +7.2% за месяц за счет соцвыплат и бонусов.
• **Корпоративное кредитование**: -0.2% в декабре на фоне валютных погашений.
• **Ипотека**: рост замедлился до 13.4% (в 2023 г. было 34.5%), объем выдач ₽4.9 трлн (-40% г/г).
**• Потребкредиты**: рост 11.2% (в 2023 г. — 15.7%).
**• Автокредиты:** +51.7% после +41.6% годом ранее.","['CBOM', 'VTBR']",[],"['VTBR', 'CBOM']",False,CBOM,Московский Кредитный Банк,банк,industry,"Банки Финансовый сектор РФ по итогам 2024 года данные ЦБ: Банковская прибыль: рекордные 3.8 трлн (15 гг). Средства юрлиц: 2.1 в декабре благодаря бюджетным поступлениям. Средства населения: 7.2 за месяц за счет соцвыплат и бонусов. Корпоративное кредитование: -0.2 в декабре на фоне валютных погашений. Ипотека: рост замедлился до 13.4 (в 2023 г. было 34.5), объем выдач 4.9 трлн (-40 гг). Потребкредиты: рост 11.2 (в 2023 г. 15.7). Автокредиты: 51.7 после 41.6 годом ранее.",0.339041095890411,0.0,0.773972602739726,0.226027397260274,0.5695205479452055,positive,positive
68065,2025-02-07 11:42:15+00:00,"#Макро
Принятые меры в сфере ДКП уже начали замедлять кредитование экономики — Мишустин на встрече с Путиным

Годовые темпы инфляции снижаются шестой месяц подряд",['CBOM'],[],['CBOM'],False,CBOM,Московский Кредитный Банк,банк,industry,Макро Принятые меры в сфере ДКП уже начали замедлять кредитование экономики Мишустин на встрече с Путиным Годовые темпы инфляции снижаются шестой месяц подряд,0.0,0.13043478260869565,0.7391304347826086,0.13043478260869565,0.2,neutral,neutral
